GEO_ID,NAME,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
42039,"Crawford County, Pennsylvania",38966,3.1
42041,"Cumberland County, Pennsylvania",138304,2.7
42043,"Dauphin County, Pennsylvania",151137,4.1
42045,"Delaware County, Pennsylvania",304588,5.5
42049,"Erie County, Pennsylvania",126453,3.0
42051,"Fayette County, Pennsylvania",57375,6.4
42055,"Franklin County, Pennsylvania",80205,2.7
42063,"Indiana County, Pennsylvania",39997,6.5
42069,"Lackawanna County, Pennsylvania",110194,5.4
42071,"Lancaster County, Pennsylvania",291938,2.8
42073,"Lawrence County, Pennsylvania",39946,6.3
42075,"Lebanon County, Pennsylvania",71912,3.5
42077,"Lehigh County, Pennsylvania",199560,4.5
42079,"Luzerne County, Pennsylvania",166029,4.8
42081,"Lycoming County, Pennsylvania",56464,4.6
42085,"Mercer County, Pennsylvania",51160,3.6
42089,"Monroe County, Pennsylvania",83876,5.3
42091,"Montgomery County, Pennsylvania",476220,3.4
42095,"Northampton County, Pennsylvania",166153,4.0
42097,"Northumberland County, Pennsylvania",41847,3.3
42101,"Philadelphia County, Pennsylvania",814738,7.0
42107,"Schuylkill County, Pennsylvania",68469,4.9
42111,"Somerset County, Pennsylvania",31846,3.6
42125,"Washington County, Pennsylvania",104270,4.7
42129,"Westmoreland County, Pennsylvania",181435,3.7
42133,"York County, Pennsylvania",246712,3.7
44003,"Kent County, Rhode Island",96057,5.3
44005,"Newport County, Rhode Island",44065,4.2
44007,"Providence County, Rhode Island",352782,4.8
44009,"Washington County, Rhode Island",69599,3.2
45003,"Aiken County, South Carolina",79208,4.4
45007,"Anderson County, South Carolina",100384,4.1
45013,"Beaufort County, South Carolina",94060,1.6
45015,"Berkeley County, South Carolina",128466,1.8
45019,"Charleston County, South Carolina",230259,2.9
45035,"Dorchester County, South Carolina",88308,4.3
45041,"Florence County, South Carolina",62946,7.0
45045,"Greenville County, South Carolina",284209,4.7
45047,"Greenwood County, South Carolina",30226,7.0
45051,"Horry County, South Carolina",180754,3.2
45055,"Kershaw County, South Carolina",33387,3.9
45057,"Lancaster County, South Carolina",49026,4.3
45059,"Laurens County, South Carolina",32163,2.7
45063,"Lexington County, South Carolina",153984,4.5
45073,"Oconee County, South Carolina",33696,2.1
45075,"Orangeburg County, South Carolina",37473,6.7
45077,"Pickens County, South Carolina",62816,3.7
45079,"Richland County, South Carolina",225549,6.2
45083,"Spartanburg County, South Carolina",171479,3.4
45085,"Sumter County, South Carolina",47671,7.2
45091,"York County, South Carolina",160152,3.0
46083,"Lincoln County, South Dakota",39340,0.9
46099,"Minnehaha County, South Dakota",120049,2.3
46103,"Pennington County, South Dakota",58544,4.3
47001,"Anderson County, Tennessee",37074,4.5
47009,"Blount County, Tennessee",68318,2.2
47011,"Bradley County, Tennessee",55587,3.1
47037,"Davidson County, Tennessee",420642,3.6
47059,"Greene County, Tennessee",29503,4.7
47063,"Hamblen County, Tennessee",30118,2.5
47065,"Hamilton County, Tennessee",197657,2.1
47093,"Knox County, Tennessee",262644,2.0
47113,"Madison County, Tennessee",50328,4.4
47119,"Maury County, Tennessee",55689,0.9
47125,"Montgomery County, Tennessee",123844,5.5
47141,"Putnam County, Tennessee",40237,3.3
47147,"Robertson County, Tennessee",40061,2.2
47149,"Rutherford County, Tennessee",205174,2.3
47155,"Sevier County, Tennessee",53318,1.1
47157,"Shelby County, Tennessee",461516,5.1
47163,"Sullivan County, Tennessee",75560,4.2
47165,"Sumner County, Tennessee",107857,1.7
47179,"Washington County, Tennessee",70860,2.9
47187,"Williamson County, Tennessee",134338,2.3
47189,"Wilson County, Tennessee",83589,1.9
48005,"Angelina County, Texas",40806,7.7
48021,"Bastrop County, Texas",49216,1.9
48027,"Bell County, Texas",194323,6.3
48029,"Bexar County, Texas",1068440,4.7
48037,"Bowie County, Texas",38558,2.8
48039,"Brazoria County, Texas",192327,4.8
48041,"Brazos County, Texas",127389,4.0
48061,"Cameron County, Texas",183404,4.6
48085,"Collin County, Texas",649350,3.4
48091,"Comal County, Texas",93856,3.6
48099,"Coryell County, Texas",39376,9.5
48113,"Dallas County, Texas",1409088,4.1
48121,"Denton County, Texas",560967,3.5
48135,"Ector County, Texas",79434,5.2
48139,"Ellis County, Texas",113880,4.1
48141,"El Paso County, Texas",418909,5.8
48157,"Fort Bend County, Texas",466441,4.6
48167,"Galveston County, Texas",179382,4.6
48181,"Grayson County, Texas",69331,3.2
48183,"Gregg County, Texas",58688,3.8
48187,"Guadalupe County, Texas",95374,6.5
48201,"Harris County, Texas",2494271,5.5
48203,"Harrison County, Texas",35504,3.9
48209,"Hays County, Texas",148840,2.7
48213,"Henderson County, Texas",40076,4.6
48215,"Hidalgo County, Texas",388753,6.7
48221,"Hood County, Texas",29508,3.7
48231,"Hunt County, Texas",51319,5.0
48245,"Jefferson County, Texas",108825,5.2
48251,"Johnson County, Texas",98599,4.1
48257,"Kaufman County, Texas",90000,4.9
48291,"Liberty County, Texas",38863,5.1
48303,"Lubbock County, Texas",167954,4.9
48309,"McLennan County, Texas",130871,3.8
48329,"Midland County, Texas",91359,3.2
48339,"Montgomery County, Texas",342766,3.3
48355,"Nueces County, Texas",175245,5.0
48361,"Orange County, Texas",40769,6.6
48367,"Parker County, Texas",87965,3.1
48375,"Potter County, Texas",53054,4.2
48381,"Randall County, Texas",76885,2.2
48397,"Rockwall County, Texas",66716,2.5
48409,"San Patricio County, Texas",29420,5.7
48423,"Smith County, Texas",115739,3.5
48427,"Starr County, Texas",28025,8.7
48439,"Tarrant County, Texas",1149407,3.8
48441,"Taylor County, Texas",74948,2.9
48451,"Tom Green County, Texas",57586,2.4
48453,"Travis County, Texas",804874,3.0
48469,"Victoria County, Texas",43730,4.1
48471,"Walker County, Texas",34394,9.2
48479,"Webb County, Texas",120055,3.7
48485,"Wichita County, Texas",66049,3.7
48491,"Williamson County, Texas",378567,2.9
48497,"Wise County, Texas",37863,2.7
49005,"Cache County, Utah",74624,2.1
49011,"Davis County, Utah",191484,1.9
49035,"Salt Lake County, Utah",671058,2.7
49045,"Tooele County, Utah",41354,4.0
49049,"Utah County, Utah",367499,2.9
49053,"Washington County, Utah",89234,2.5
49057,"Weber County, Utah",144751,2.3
50007,"Chittenden County, Vermont",102928,3.2
51003,"Albemarle County, Virginia",57922,2.1
51013,"Arlington County, Virginia",156233,2.0
51015,"Augusta County, Virginia",39578,2.4
51019,"Bedford County, Virginia",37998,1.6
51041,"Chesterfield County, Virginia",204097,3.5
51059,"Fairfax County, Virginia",648546,3.1
51061,"Fauquier County, Virginia",43241,3.0
51069,"Frederick County, Virginia",50865,3.5
51085,"Hanover County, Virginia",60236,1.7
51087,"Henrico County, Virginia",186546,3.9
51095,"James City County, Virginia",37506,2.8
51107,"Loudoun County, Virginia",246865,2.3
51121,"Montgomery County, Virginia",51320,2.3
51153,"Prince William County, Virginia",266159,3.3
51161,"Roanoke County, Virginia",47697,1.3
51165,"Rockingham County, Virginia",43079,1.6
51177,"Spotsylvania County, Virginia",76289,4.8
51179,"Stafford County, Virginia",86946,3.2
51199,"York County, Virginia",38204,2.3
51510,"Alexandria city, Virginia",100611,2.1
51550,"Chesapeake city, Virginia",135714,4.3
51650,"Hampton city, Virginia",74112,9.1
51680,"Lynchburg city, Virginia",36435,4.8
51700,"Newport News city, Virginia",100022,6.1
51710,"Norfolk city, Virginia",134536,5.2
51740,"Portsmouth city, Virginia",49007,8.4
51760,"Richmond city, Virginia",135393,6.6
51770,"Roanoke city, Virginia",47602,5.5
51800,"Suffolk city, Virginia",49173,4.8
51810,"Virginia Beach city, Virginia",247892,3.4
53005,"Benton County, Washington",104715,3.5
53007,"Chelan County, Washington",39609,2.7
53009,"Clallam County, Washington",31992,3.9
53011,"Clark County, Washington",269218,4.4
53015,"Cowlitz County, Washington",50721,3.8
53021,"Franklin County, Washington",48774,4.0
53025,"Grant County, Washington",45804,4.4
53027,"Grays Harbor County, Washington",30667,3.3
53029,"Island County, Washington",42859,2.2
53033,"King County, Washington",1314056,3.6
53035,"Kitsap County, Washington",141975,4.5
53041,"Lewis County, Washington",38453,4.4
53045,"Mason County, Washington",27886,6.6
53053,"Pierce County, Washington",488144,4.4
53057,"Skagit County, Washington",63336,5.3
53061,"Snohomish County, Washington",457707,3.8
53063,"Spokane County, Washington",277357,4.8
53067,"Thurston County, Washington",151038,3.8
53073,"Whatcom County, Washington",124138,4.4
53077,"Yakima County, Washington",120413,6.8
54003,"Berkeley County, West Virginia",67410,4.8
54011,"Cabell County, West Virginia",44061,6.1
54033,"Harrison County, West Virginia",30798,5.0
54039,"Kanawha County, West Virginia",79472,4.4
54061,"Monongalia County, West Virginia",56505,3.4
54081,"Raleigh County, West Virginia",27871,3.1
54107,"Wood County, West Virginia",38880,4.4
55009,"Brown County, Wisconsin",143881,3.0
55017,"Chippewa County, Wisconsin",35181,3.4
55025,"Dane County, Wisconsin",327843,2.0
55027,"Dodge County, Wisconsin",47256,3.6
55035,"Eau Claire County, Wisconsin",62698,1.9
55039,"Fond du Lac County, Wisconsin",54245,2.9
55055,"Jefferson County, Wisconsin",48236,1.8
55059,"Kenosha County, Wisconsin",90345,4.6
55063,"La Crosse County, Wisconsin",68511,4.0
55071,"Manitowoc County, Wisconsin",42006,2.1
55073,"Marathon County, Wisconsin",73130,3.1
55079,"Milwaukee County, Wisconsin",475171,3.9
55087,"Outagamie County, Wisconsin",104746,2.1
55089,"Ozaukee County, Wisconsin",50862,1.3
55097,"Portage County, Wisconsin",38297,1.7
55101,"Racine County, Wisconsin",98706,4.3
55105,"Rock County, Wisconsin",86861,2.0
55109,"St. Croix County, Wisconsin",53046,1.9
55111,"Sauk County, Wisconsin",34447,2.2
55117,"Sheboygan County, Wisconsin",62089,1.4
55127,"Walworth County, Wisconsin",57281,2.7
55131,"Washington County, Wisconsin",75480,2.6
55133,"Waukesha County, Wisconsin",224100,2.2
55139,"Winnebago County, Wisconsin",92217,1.7
55141,"Wood County, Wisconsin",39105,2.1
56021,"Laramie County, Wyoming",54065,3.2
56025,"Natrona County, Wyoming",41747,4.8
72013,"Arecibo Municipio, Puerto Rico",32994,11.3
72021,"Bayamón Municipio, Puerto Rico",74482,7.9
72025,"Caguas Municipio, Puerto Rico",52700,6.9
72031,"Carolina Municipio, Puerto Rico",71513,10.4
72061,"Guaynabo Municipio, Puerto Rico",42332,5.8
72097,"Mayagüez Municipio, Puerto Rico",26583,21.7
72113,"Ponce Municipio, Puerto Rico",43175,12.2
72127,"San Juan Municipio, Puerto Rico",153504,9.8
72135,"Toa Alta Municipio, Puerto Rico",31727,9.4
72137,"Toa Baja Municipio, Puerto Rico",35533,8.4
72139,"Trujillo Alto Municipio, Puerto Rico",32341,6.6
