GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!In labor force,Percent!!EMPLOYMENT STATUS!!Percent Unemployed,median housing price
18163,"Vanderburgh County, Indiana","180,858","87,438","93,420","15,709","25,115","19,546","25,968","13,106","10,562",37.2,"4,269","153,703","15,415",467,"1,835","83,097",41445,74334,22044,29766,57759,44270,19351,42873,54651,31536,56992,26330,279.0,8.3,21.5,26.5,25.7,18.5,94918,6.7,111000
19013,"Black Hawk County, Iowa","131,820","64,566","67,254","16,110","17,695","13,712","16,028","8,545","8,337",34.7,"5,177","110,216","11,507",54,"2,112","56,259",49086,51942,23187,70028,60128,51478,19507,57971,56938,37450,60942,31219,298.0,8.8,37.2,30.6,24.2,21.6,71804,8.9,126500
19061,"Dubuque County, Iowa","95,097","46,580","48,517","6,851","11,786","10,844","13,280","6,345","6,085",38.9,"1,968","88,136","1,125",123,"1,178","39,773",49793,37726,20630,41079,30332,50478,29522,61944,59270,31060,62395,29888,296.0,11.8,42.1,35.1,27.6,16.6,51526,3.3,144700
19103,"Johnson County, Iowa","136,317","68,282","68,035","21,862","22,905","16,294","14,521","7,228","7,091",29.8,"7,006","111,916","7,389",31,"8,089","57,105",52105,55354,24134,40888,47199,55040,16376,57723,80303,50180,78190,26435,556.0,14.1,64.6,53.2,50.2,37.3,79942,2.5,187700
19113,"Linn County, Iowa","215,295","105,990","109,305","16,024","30,022","26,774","29,976","14,550","11,103",36.7,"6,217","190,811","8,733",363,"4,347","93,309",57460,84305,37392,68921,24179,59165,21118,68040,66489,38805,76518,30700,584.0,10.9,38.2,42.0,31.5,24.7,118071,5.5,149300
19153,"Polk County, Iowa","443,710","218,188","225,522","29,176","69,995","60,711","59,683","26,837","23,965",34.8,"34,888","354,788","25,858",820,"16,031","185,879",57854,174383,23175,67065,44133,60760,27488,64394,67656,38506,69933,36418,2402.0,14.9,38.5,40.1,34.1,28.9,248331,6.0,156600
19163,"Scott County, Iowa","168,799","83,160","85,639","11,361","21,600","20,626","25,013","11,668","10,086",37.6,"10,072","138,934","11,998",464,"3,452","72,481",52940,67107,30188,60713,47060,55507,28171,56914,75112,37769,73461,30665,381.0,8.7,35.8,42.5,29.8,23.9,88749,6.9,144800
19193,"Woodbury County, Iowa","102,323","51,541","50,782","7,914","13,655","11,048","14,251","6,747","5,638",34.9,"14,517","78,206","2,709","1,423","2,629","41,397",42013,37548,25235,37321,30793,44452,26420,44007,50433,30371,53640,24598,95.0,8.5,23.9,24.0,16.0,13.9,53170,5.8,95100
20015,"Butler County, Kansas","65,827","33,142","32,685","4,346","7,250","8,138","9,838","4,803","3,709",38.0,"2,691","59,659","1,209",635,433,"26,229",58187,24511,46536,106875,57938,60112,25775,69100,74341,34339,72867,27119,102.0,6.9,35.2,32.5,35.0,14.4,33427,6.3,133900
20045,"Douglas County, Kansas","112,864","55,280","57,584","20,743","17,503","12,324","12,142","6,218","4,776",29.1,"6,165","91,258","3,893","2,115","4,562","47,371",50184,43992,35127,59358,24160,50929,15963,50774,71833,38362,70384,29178,165.0,11.0,53.0,56.6,43.0,40.8,65868,6.1,177700
20091,"Johnson County, Kansas","559,913","273,611","286,302","28,728","81,136","78,796","81,094","38,658","29,239",36.7,"41,349","454,504","24,455","2,192","24,525","228,626",73227,219044,43332,75516,54410,76394,36121,76593,88898,50708,90667,44888,1242.0,16.2,55.0,57.6,51.9,39.6,311558,5.4,207000
20103,"Leavenworth County, Kansas","77,739","41,576","36,163","4,444","10,541","11,624","12,305","5,117","4,440",37.5,"4,975","61,907","6,183",669,"1,340","28,852",59683,26884,48174,52548,53843,60697,38256,65864,71479,40789,71605,36739,132.0,7.5,21.7,39.7,33.1,22.6,37165,8.8,165000
20173,"Sedgwick County, Kansas","503,889","248,985","254,904","35,397","70,904","61,214","67,280","32,206","27,158",34.5,"67,595","350,055","46,072","3,844","20,765","212,726",47311,192294,31414,49291,35300,52469,27240,48135,59076,36565,58259,28821,660.0,7.0,30.4,29.3,29.2,23.5,256563,7.3,125100
20177,"Shawnee County, Kansas","178,991","86,468","92,523","9,934","22,692","20,843","24,338","12,263","11,927",38.9,"20,244","134,661","12,639","1,930","1,876","79,280",47982,71099,23023,52500,36417,52578,28125,52066,58317,40902,62093,30070,190.0,6.9,28.2,31.4,28.8,24.9,92101,7.0,124800
20209,"Wyandotte County, Kansas","159,129","78,548","80,581","10,922","23,719","19,733","20,762","9,107","8,512",33.2,"42,810","68,230","39,000","1,040","4,212","66,647",37529,58573,27366,37571,32776,46901,25173,39661,42876,33047,44665,26649,134.0,4.2,16.3,15.6,16.9,12.5,80461,12.0,89600
21015,"Boone County, Kentucky","123,316","61,497","61,819","6,798","15,421","18,423","18,636","6,957","7,273",36.3,"4,570","110,096","3,465",170,"2,936","47,022",65909,44619,109213,49805,90194,65268,39533,70843,80999,42302,79029,34928,325.0,4.5,34.7,37.5,27.5,20.3,66497,7.1,166200
21047,"Christian County, Kentucky","75,427","39,531","35,896","9,663","12,761","8,382","7,956","3,832","2,743",28.8,"5,214","51,015","14,547",136,"1,214","29,595",38843,25943,21659,55929,27998,44294,23086,40726,44444,43439,43144,24685,75.0,2.9,17.8,18.1,16.4,11.8,35436,11.7,107600
21067,"Fayette County, Kentucky","305,489","150,269","155,220","34,480","48,420","40,871","38,611","17,362","16,717",34.0,"21,319","221,610","42,572",472,"10,398","136,447",46248,122920,27625,59523,27323,53070,20194,50005,59822,39234,67430,29408,750.0,14.7,46.9,47.4,39.9,30.2,167578,7.0,167700
21093,"Hardin County, Kentucky","107,025","52,850","54,175","8,286","14,987","14,231","15,157","6,810","6,023",35.6,"5,682","82,179","12,155",297,"2,802","45,037",49233,39116,56329,49352,74603,46673,23818,58087,60579,26631,59863,28774,248.0,4.6,21.2,25.4,22.7,8.0,55373,11.0,142500
21111,"Jefferson County, Kentucky","750,828","362,894","387,934","50,418","106,822","95,417","107,107","53,349","43,819",38.0,"34,702","525,170","154,559",848,"17,915","338,125",45869,307870,27120,52274,40143,52006,22301,49615,54055,35925,59050,28371,859.0,11.4,36.4,35.1,30.4,21.9,393147,9.6,148400
22005,"Ascension Parish, Louisiana","112,286","55,515","56,771","4,852","16,446","16,023","16,687","6,830","5,006",34.5,"5,476","78,706","25,250",0,"1,247","42,375",66315,39794,49236,68800,59530,70106,41403,73735,71459,33916,70831,32479,871.0,1.7,24.9,31.1,15.9,20.2,57369,5.1,165400
22015,"Bossier Parish, Louisiana","122,197","59,925","62,272","9,241","18,197","16,334","15,700","8,304","5,854",34.9,"7,565","83,889","25,942",775,"1,685","51,565",53275,46685,36156,55616,52219,60124,27699,60058,61999,34142,62715,31620,877.0,7.6,31.4,26.4,23.5,18.6,66370,5.9,145000
22017,"Caddo Parish, Louisiana","257,093","122,872","134,221","18,271","36,364","30,503","33,697","18,460","14,236",36.2,"6,667","121,140","122,122",762,"3,284","112,330",40886,96648,29560,48835,43859,54289,30651,42447,46012,34646,50607,28164,288.0,11.0,22.2,24.0,26.2,19.8,118438,8.7,124900
22033,"East Baton Rouge Parish, Louisiana","444,526","213,321","231,205","47,601","68,340","50,273","55,510","28,978","22,837",32.7,"17,023","205,207","202,169",633,"12,691","189,293",47967,167731,33647,33772,45165,64450,16614,49016,58458,41899,61569,32303,1070.0,12.6,38.0,31.8,36.3,30.1,232499,7.6,169500
22045,"Iberia Parish, Louisiana","73,999","35,999","38,000","4,424","8,974","9,001","10,832","4,987","4,097",36.9,"2,480","44,587","23,494",8,"1,835","29,911",43869,26359,27216,41105,35713,57904,26823,53782,46212,34063,49268,24832,95.0,4.0,14.5,25.8,15.0,15.9,35847,12.0,94500
22051,"Jefferson Parish, Louisiana","433,676","210,419","223,257","28,766","64,231","52,685","62,110","31,408","26,488",38.4,"56,853","237,413","111,750","1,778","16,681","189,030",45519,166492,33742,48458,38557,53341,20255,49706,56991,31125,59852,29078,186.0,8.0,26.9,26.0,22.1,18.5,222616,7.5,169600
22055,"Lafayette Parish, Louisiana","227,055","111,476","115,579","21,306","36,101","28,043","30,525","15,190","10,952",33.7,"9,302","151,985","55,028",377,"3,131","95,062",47341,88097,24400,36563,48795,57140,20351,50611,56780,32672,61343,29018,1084.0,10.6,29.7,32.3,23.9,23.4,122537,6.2,162500
22057,"Lafourche Parish, Louisiana","97,029","47,356","49,673","7,585","12,967","12,105","14,486","6,254","4,772",37.2,"3,961","75,271","13,254","1,599",889,"39,082",48767,35392,27108,70979,36190,52837,37083,61065,58790,27912,54517,26405,280.0,8.5,23.3,18.4,14.4,11.9,48419,8.4,122700
22071,"Orleans Parish, Louisiana","369,250","177,208","192,042","29,463","64,997","45,506","49,292","24,641","22,175",34.8,"19,657","113,149","219,905",481,"10,624","191,251",34361,151735,23213,45633,36900,61796,12239,36193,40852,28112,46028,22917,690.0,12.6,44.3,37.1,30.0,24.1,183960,12.3,178200
23005,"Cumberland County, Maine","283,921","138,212","145,709","16,947","35,274","37,634","45,206","22,678","17,442",41.7,"5,511","259,252","6,258",376,"6,294","139,119",55503,118269,24647,46380,41326,57207,30774,53865,71791,41447,72870,35487,593.0,12.3,44.4,42.5,45.6,35.7,160936,6.3,240500
24003,"Anne Arundel County, Maryland","550,488","272,014","278,474","37,445","75,750","73,720","86,214","37,831","31,591",38.6,"36,204","393,675","82,523","1,353","19,589","215,991",89179,201934,66714,91652,68284,94635,36076,93994,105211,53880,101328,53447,943.0,12.6,40.5,45.5,37.5,27.8,312671,6.3,320900
24005,"Baltimore County, Maryland","817,455","386,799","430,656","57,606","110,014","100,522","117,784","52,490","54,200",39.2,"37,387","501,220","214,350","1,735","43,594","336,010",62444,312306,54280,72852,53294,67026,31048,66402,79837,41494,78914,40617,676.0,11.7,38.7,45.0,35.3,26.0,436303,7.6,243600
24017,"Charles County, Maryland","150,592","72,409","78,183","10,003","18,929","21,456","25,347","9,479","7,596",37.4,"7,042","70,567","61,389","1,281","5,435","56,236",90880,52267,87016,110203,141782,91661,33686,89717,110568,60750,101596,58115,671.0,7.2,26.5,31.4,26.3,18.2,82930,6.1,275000
24021,"Frederick County, Maryland","239,582","118,567","121,015","14,592","27,976","34,027","40,038","16,050","13,225",39.3,"18,744","184,268","19,690",845,"7,616","91,566",80765,86492,63222,80238,62171,83900,48434,82381,98459,51574,91528,50427,730.0,13.1,42.9,44.8,38.1,26.0,135435,5.8,285600
24025,"Harford County, Maryland","248,622","121,190","127,432","15,251","30,034","32,878","39,913","16,672","15,989",40.0,"9,530","194,703","32,686",389,"6,796","96,913",76645,91628,58832,91604,53826,79411,33090,82382,91279,51402,88450,46729,683.0,9.7,35.0,41.8,32.6,23.4,139427,7.7,280000
24027,"Howard County, Maryland","299,430","145,832","153,598","15,767","37,529","42,815","50,791","21,875","15,216",38.9,"18,471","172,303","52,714",357,"43,997","111,603",108844,107659,82083,114756,78824,118968,31818,102711,132976,75423,125162,66108,938.0,19.5,64.6,64.6,60.5,49.8,172042,4.8,421700
24031,"Montgomery County, Maryland","1,004,709","483,810","520,899","53,915","139,024","142,342","152,891","68,729","58,611",38.5,"180,214","479,865","167,656","2,153","143,067","379,038",94965,361116,67616,100266,63660,117207,41148,87851,117651,73348,113588,61823,1174.0,20.0,54.0,57.5,59.6,53.3,571944,6.7,440600
24033,"Prince George's County, Maryland","881,138","423,106","458,032","72,002","131,619","121,668","129,148","56,311","47,565",35.3,"138,547","129,455","551,952","1,619","36,906","329,044",69879,303735,70166,82911,55782,78665,31774,64261,84922,59017,79969,50787,878.0,8.3,31.8,31.7,30.5,25.7,509475,9.5,246300
24037,"St. Mary's County, Maryland","108,987","54,131","54,856","8,409","14,456","14,997","16,879","6,918","5,388",36.3,"4,641","82,851","13,775",158,"2,548","42,381",86358,39195,65087,95432,89673,91697,73849,87282,103561,64344,94940,60637,605.0,11.1,32.3,27.5,26.8,29.6,60142,5.2,306100
24043,"Washington County, Maryland","149,180","76,154","73,026","8,970","20,534","19,662","22,940","9,120","9,371",40.3,"5,618","122,568","13,513",141,"2,358","60,916",53167,56459,53672,46265,45894,53284,25185,61209,63251,31020,62035,29539,163.0,4.9,14.5,21.8,20.4,11.4,75307,8.6,187500
24045,"Wicomico County, Maryland","100,647","48,259","52,388","9,678","12,049","12,788","13,196","6,735","5,809",36.7,"4,932","66,169","22,452",174,"2,825","41,265",51451,36857,34542,54537,32019,57618,24799,62559,59398,35861,60433,29953,87.0,12.3,30.5,34.9,26.0,22.4,52987,9.4,173000
24510,"Baltimore city, Maryland","621,342","292,599","328,743","54,750","109,063","73,869","84,051","38,039","34,654",34.2,"27,571","174,508","389,570","1,416","15,757","296,074",39241,244397,30511,51096,44935,58046,21365,46581,42286,24815,47070,28926,164.0,13.2,40.8,28.7,20.4,18.3,313068,15.5,150100
25001,"Barnstable County, Massachusetts","215,423","102,844","112,579","11,001","17,769","20,401","32,720","18,707","17,367",50.9,"5,169","196,730","4,890",726,"2,912","160,544",59453,89766,26500,40851,58944,60812,46904,63224,75767,42249,76334,33933,410.0,9.3,34.6,37.9,42.8,40.7,109477,8.1,361500
25005,"Bristol County, Massachusetts","551,082","267,381","283,701","37,494","66,192","74,255","84,847","37,718","32,710",40.3,"35,363","469,412","18,525",330,"11,314","230,304",53689,208983,43557,64288,25555,56902,34577,59105,68061,30346,69093,28745,479.0,10.6,27.1,30.8,26.5,17.6,291409,10.6,269100
25009,"Essex County, Massachusetts","755,618","363,607","392,011","46,943","87,034","96,787","119,653","54,561","46,733",40.7,"131,598","562,814","22,406",409,"23,832","306,601",67888,283543,37361,68211,35768,74739,30984,71243,83072,39642,84307,35905,645.0,13.1,37.0,40.8,39.0,26.0,412264,8.6,347800
25013,"Hampden County, Massachusetts","465,923","224,465","241,458","34,848","55,827","55,404","67,963","31,565","27,488",38.8,"102,369","309,377","36,540",145,"10,136","191,733",48865,176328,32088,51804,20692,59140,15603,51656,61921,29503,60491,29546,282.0,7.0,29.3,28.0,27.2,17.2,231027,11.0,194200
25015,"Hampshire County, Massachusetts","159,795","74,902","84,893","18,763","16,290","17,376","21,912","11,236","10,465",36.7,"7,932","136,780","3,980",144,"7,088","62,712",59065,57748,27409,83454,25051,59593,19498,65845,69851,43788,78303,35539,144.0,4.6,53.9,52.4,42.5,32.1,90294,8.4,257300
25017,"Middlesex County, Massachusetts","1,537,215","748,983","788,232","99,714","230,844","209,292","233,311","99,196","90,014",38.7,"107,168","1,166,939","70,317","1,147","152,449","612,685",82226,582405,47008,90456,43528,86849,48467,92610,99341,43981,103333,48585,1416.0,20.7,62.8,58.3,48.3,33.6,879585,6.7,394800
25021,"Norfolk County, Massachusetts","681,845","326,094","355,751","39,420","83,394","90,492","109,084","50,804","38,956",41.2,"24,630","540,239","39,948",506,"63,752","271,513",80248,258307,58187,80531,63132,82757,33602,91924,98452,44583,102969,41854,639.0,21.2,60.1,60.1,46.2,31.2,378467,8.0,386400
25023,"Plymouth County, Massachusetts","499,759","243,135","256,624","28,711","50,454","66,145","80,887","37,132","32,168",41.7,"16,929","418,109","42,269",700,"6,732","201,028",73396,181541,49971,100759,70747,76760,35129,80822,89108,41750,90220,35551,707.0,11.1,32.5,37.5,35.2,26.9,272076,8.4,321200
25025,"Suffolk County, Massachusetts","744,426","360,161","384,265","87,971","159,497","94,456","86,280","39,702","32,273",31.8,"154,839","353,769","150,777",947,"62,591","314,803",51049,288791,36458,34879,33578,68495,20163,60807,59536,25844,58621,41202,54.0,18.6,58.0,38.6,30.8,23.1,428602,9.9,350100
25027,"Worcester County, Massachusetts","806,163","397,768","408,395","54,052","95,555","106,991","129,816","56,632","46,578",39.7,"79,201","644,017","31,866","1,658","34,834","327,427",62505,300308,41614,98308,31506,67078,32480,72155,75034,36330,79320,35150,867.0,11.7,36.8,39.6,33.5,24.7,432310,8.3,246500
26021,"Berrien County, Michigan","156,067","76,312","79,755","9,204","17,271","19,094","22,624","11,546","10,305",41.4,"7,535","117,669","23,677",563,"2,492","76,725",43526,60223,19631,60922,33898,49367,21049,50319,51625,33960,53448,22907,145.0,6.3,25.7,29.3,25.5,22.9,73605,9.2,131000
26025,"Calhoun County, Michigan","135,099","65,989","69,110","8,646","16,567","16,729","18,337","10,035","8,667",39.9,"6,259","107,205","14,825","1,008","2,289","60,747",39190,53182,22816,61654,35697,41579,28250,36887,46791,30732,50747,23805,36.0,6.7,18.4,27.7,20.3,15.0,65916,11.4,96000
26065,"Ingham County, Michigan","281,723","136,011","145,712","39,077","35,763","31,787","34,202","17,315","15,663",31.5,"21,037","202,991","31,002","1,179","14,334","121,346",43337,109008,26696,28694,28129,48462,14896,44348,57256,39307,59178,27311,217.0,10.7,41.6,38.0,33.4,34.2,144646,11.2,113900
26081,"Kent County, Michigan","614,462","301,542","312,920","46,331","88,521","76,479","85,346","41,747","29,567",34.7,"60,834","463,740","57,475","1,702","13,705","247,150",50653,231171,26154,49860,34767,55291,25122,52651,60951,36910,61877,31997,939.0,11.5,37.1,34.9,30.7,22.9,326325,9.1,130000
26099,"Macomb County, Michigan","847,383","411,942","435,441","53,175","102,545","113,434","131,180","58,435","52,857",40.6,"20,223","696,970","81,442","1,390","27,094","357,085",52185,330541,33371,67273,49074,54277,25635,57919,64799,34966,66002,31351,1141.0,9.5,27.9,28.4,21.9,13.8,441086,10.4,113000
26115,"Monroe County, Michigan","151,048","74,033","77,015","9,331","16,649","18,738","24,165","11,402","10,343",41.3,"4,890","139,306","3,640",758,"1,105","62,813",50675,57506,50341,121286,43529,50908,32849,56959,63214,34260,61798,27836,136.0,7.9,23.1,21.7,16.7,16.5,74998,9.1,128100
26121,"Muskegon County, Michigan","170,182","84,243","85,939","11,095","21,257","20,452","24,628","13,045","9,990",38.6,"8,599","131,364","22,741","1,279",956,"73,314",40535,63860,18399,"250,000+",27085,44775,23026,39782,51570,32475,49276,23419,136.0,4.3,16.7,19.4,17.2,16.3,80257,13.4,99900
26125,"Oakland County, Michigan","1,220,657","592,211","628,446","68,076","148,565","164,148","193,877","92,049","76,187",40.9,"44,808","902,840","165,797","3,295","71,561","527,251",63345,489897,42915,94095,48829,67207,24332,66377,80263,44249,81751,36830,1880.0,13.7,48.2,49.7,43.5,33.8,657015,8.8,166000
26145,"Saginaw County, Michigan","198,353","95,893","102,460","15,398","21,395","23,264","27,769","15,081","12,228",40.1,"15,743","139,385","35,845",505,"2,157","86,636",40318,78010,22435,98247,26797,46952,20130,43395,52211,33040,51663,25938,109.0,5.2,21.4,26.0,19.0,12.7,90299,13.6,92200
26155,"Shiawassee County, Michigan","69,232","34,348","34,884","4,241","7,397","8,313","10,904","4,233","5,345",41.7,"1,788","65,618",548,271,421,"30,167",41221,27132,"2,500-",10395,30236,42037,12103,44117,50603,35942,49258,23742,19.0,2.4,16.0,15.3,13.6,15.3,32300,11.8,96900
26161,"Washtenaw County, Michigan","350,946","173,603","177,343","44,297","49,068","43,088","46,277","21,524","19,646",33.5,"14,978","250,790","42,921",279,"28,810","147,734",56330,137565,36349,60706,36689,61108,19789,57112,81238,43451,80135,32834,262.0,16.5,55.3,53.7,49.0,39.8,188053,8.2,191000
26163,"Wayne County, Michigan","1,792,365","861,922","930,443","131,526","218,648","231,185","256,956","128,093","101,716",37.9,"97,870","890,613","713,951","5,168","46,142","817,957",39486,660724,24910,85069,35335,52140,17279,39484,48347,32641,51055,24322,672.0,6.7,22.4,25.1,21.2,16.3,814381,16.6,77200
27003,"Anoka County, Minnesota","336,414","168,514","167,900","20,206","43,446","47,361","55,314","23,814","17,710",37.6,"12,740","284,124","15,511","2,169","13,469","128,005",67819,123554,35563,90917,53031,70520,36625,76498,79284,39558,81754,40631,716.0,9.6,30.4,34.6,24.5,18.6,191923,6.4,176600
27037,"Dakota County, Minnesota","405,088","199,165","205,923","20,791","56,585","56,244","64,814","27,137","22,384",37.5,"25,438","329,815","20,993","1,380","18,177","161,162",71382,155314,41670,69852,47929,75342,31004,74262,88038,44863,88072,41407,800.0,14.7,41.9,46.0,38.2,28.4,234342,6.2,207100
27053,"Hennepin County, Minnesota","1,184,576","583,236","601,340","81,242","199,132","155,093","168,051","76,572","67,856",36.0,"81,432","840,845","140,780","7,273","76,460","513,463",62541,484276,26762,71253,39582,71073,26631,67425,78006,41218,82391,41039,1346.0,18.7,52.3,51.3,46.4,35.2,682280,6.4,219200
27123,"Ramsey County, Minnesota","520,152","252,803","267,349","43,039","82,387","61,014","68,303","34,163","28,151",34.6,"37,888","341,805","55,194","1,725","65,476","217,622",53925,206261,26640,42998,38040,62223,26696,59619,64135,42411,68453,37432,232.0,16.3,44.8,41.8,39.0,31.5,283613,8.9,184900
27163,"Washington County, Minnesota","244,088","120,994","123,094","11,675","29,564","32,845","41,336","17,155","13,920",38.5,"8,865","207,363","8,969",674,"12,542","94,203",80246,89237,39021,113130,59863,80690,63038,83164,96376,48670,95262,40666,691.0,11.7,43.9,44.6,45.2,30.5,136964,5.1,232300
28033,"DeSoto County, Mississippi","166,234","80,725","85,509","9,883","22,045","24,829","23,489","9,291","8,717",35.7,"8,136","114,257","37,695",176,"2,060","62,525",54102,59172,47250,45920,36917,57022,51528,57238,58073,41076,60298,37469,698.0,8.0,23.4,26.6,20.8,15.5,87201,7.5,151500
28047,"Harrison County, Mississippi","194,029","95,220","98,809","15,198","27,859","23,543","27,596","11,676","10,860",35.4,"10,390","127,981","45,529",275,"4,608","87,885",41098,74711,26206,36784,29464,48037,22226,42288,47660,35687,49247,28942,765.0,3.6,20.0,22.9,19.9,21.8,97035,11.2,135100
28059,"Jackson County, Mississippi","140,298","68,137","72,161","9,737","16,991","18,385","20,028","9,975","7,637",37.2,"6,894","96,974","28,986",202,"3,036","60,658",44824,50625,30603,48961,43465,50572,40184,43756,58461,32799,59479,24810,343.0,4.8,18.8,25.1,23.3,16.9,64311,8.4,117000
29019,"Boone County, Missouri","168,535","81,193","87,342","27,233","26,130","17,814","19,316","9,934","7,399",29.7,"5,219","135,735","10,577",618,"6,645","70,980",44201,66360,23265,33739,29215,51163,14434,51720,61308,44457,70564,26434,914.0,18.0,53.6,57.6,48.1,35.3,93824,7.2,158400
29047,"Clay County, Missouri","227,577","111,276","116,301","13,149","32,882","31,088","33,735","15,425","11,698",36.8,"14,044","189,006","12,474","1,255","4,396","94,022",57002,85739,39490,104803,44665,59702,40648,66587,66362,37207,70081,37327,206.0,8.9,38.1,40.4,28.6,20.7,124491,7.3,150000
29077,"Greene County, Missouri","280,626","136,762","143,864","28,809","41,205","33,037","35,697","16,764","16,696",35.7,"8,985","249,679","8,001","1,774","5,323","126,920",40365,116561,24359,63738,33456,40753,21479,40730,53030,35808,52533,27596,549.0,5.1,27.7,28.9,30.2,23.8,147953,8.1,130000
29095,"Jackson County, Missouri","677,377","327,537","349,840","45,228","100,279","86,080","95,241","44,201","38,365",36.5,"57,553","425,502","161,853","3,555","11,476","312,166",44401,270124,27479,62470,37018,52656,21044,49434,51671,34720,59274,29304,1061.0,10.5,32.9,29.5,26.3,22.0,351229,9.4,122100
29165,"Platte County, Missouri","92,054","45,412","46,642","5,181","12,127","13,389","13,897","6,494","5,533",38.4,"4,966","76,741","5,621",304,"2,069","39,474",65449,36711,30267,78367,90055,69707,40301,63410,81246,36957,86296,34637,220.0,14.9,41.0,49.0,38.6,27.0,52279,5.5,179200
29183,"St. Charles County, Missouri","368,666","180,272","188,394","21,831","48,689","49,869","56,987","24,040","20,952",37.7,"10,981","326,635","16,739",723,"8,481","143,721",70230,137482,44639,84819,61659,71278,35403,74924,84681,40416,81417,38313,1378.0,9.3,37.8,42.2,33.4,22.8,203927,5.2,184500
29189,"St. Louis County, Missouri","1,000,438","473,442","526,996","61,086","125,659","118,797","148,183","73,952","61,154",40.3,"26,512","681,946","231,731",788,"36,539","437,576",56309,401718,35757,72505,38446,65596,29071,60053,71645,42042,73585,34367,684.0,11.1,45.3,47.8,41.6,30.0,533114,8.6,170900
29510,"St. Louis city, Missouri","318,172","153,196","164,976","26,495","59,185","39,414","42,489","19,166","18,085",34.0,"11,598","135,953","151,755",871,"9,220","175,226",31997,139930,21931,25653,30944,50045,12188,40218,33077,25547,42698,25101,84.0,13.2,44.8,34.4,23.1,18.6,164272,14.1,119400
31055,"Douglas County, Nebraska","531,265","261,250","270,015","36,906","85,354","68,066","69,354","32,584","27,273",33.7,"61,859","378,730","60,237","2,369","15,731","222,996",51096,206545,25773,67640,36792,57070,26007,51945,64852,38188,65877,32807,1375.0,14.4,42.5,39.3,37.3,26.0,289223,6.7,142300
31109,"Lancaster County, Nebraska","293,407","147,016","146,391","31,924","43,258","35,584","36,024","17,059","16,624",33.0,"18,106","246,204","10,268","1,498","10,461","122,472",50220,115943,32451,42162,35000,53825,23739,51904,64092,42424,66567,30794,820.0,12.7,37.3,39.6,38.3,28.4,168652,6.0,148600
31153,"Sarpy County, Nebraska","165,853","82,658","83,195","9,789","25,371","23,968","23,601","8,874","7,858",33.8,"12,850","138,100","5,796",650,"3,191","63,590",66779,61958,47045,98750,47027,70414,38472,71462,80261,45859,78256,37029,764.0,9.9,38.0,49.5,33.3,23.9,94028,4.7,159800
32003,"Clark County, Nevada","2,000,759","1,005,586","995,173","136,223","296,751","288,533","268,543","123,230","104,236",36.0,"596,269","932,425","206,008","8,441","176,114","849,347",49546,715837,37520,60482,41247,54517,28208,51250,55041,40301,56223,35135,6108.0,4.8,22.1,22.2,21.4,23.2,1030889,12.7,145200
32031,"Washoe County, Nevada","429,908","216,777","213,131","33,962","58,399","53,736","60,230","31,004","25,445",37.6,"98,979","279,506","8,725","6,647","23,187","185,289",49026,163902,17191,51763,35712,53043,26695,49029,58124,38638,60168,30847,771.0,12.0,26.4,27.6,28.7,26.9,226217,11.0,176500
33011,"Hillsborough County, New Hampshire","402,922","199,061","203,861","24,436","49,320","56,135","67,612","28,643","24,034",40.0,"22,658","350,948","6,962",781,"13,924","166,755",69089,155260,45297,100424,45702,70518,39419,73144,86435,40874,85238,44079,365.0,12.5,46.2,38.8,38.0,25.5,229098,6.1,242300
