GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoNative Hawaiian and Other Pacific Islander alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS
13185,"Lowndes County, Georgia","116,321","55,535","60,786","14,383","16,707","13,059","12,484","5,730","5,881",30.8,"6,910","62,087","42,065",292,"1,882",0,"48,525",34886,41734,21876,N,N,60776,52385,21817,36373,53929,27337,57457,21565,973.0
13215,"Muscogee County, Georgia","194,160","94,670","99,490","13,957","31,407","24,509","22,279","10,678","11,933",34.2,"14,887","77,701","90,065",107,"4,211",224,"85,018",47288,72862,36608,-,62683,52583,58471,26974,49697,56168,40542,60347,29720,326.0
13217,"Newton County, Georgia","109,541","52,294","57,247","7,663","9,988","15,980","15,316","6,205","6,386",36.8,"6,498","49,582","49,773",0,"1,478",0,"39,691",57344,38436,61385,-,187034,46904,55739,"2,500-",59430,64293,48227,61104,42351,653.0
13223,"Paulding County, Georgia","164,044","79,993","84,051","9,997","20,780","25,306","24,293","11,238","7,872",35.9,"10,992",N,N,N,N,N,"58,043",73084,53630,78956,-,-,71620,73329,40497,75925,80579,41350,79171,39617,1765.0
13245,"Richmond County, Georgia","201,554","96,104","105,450","15,988","32,995","24,129","22,214","10,871","14,198",34.4,"10,115","67,994","113,010",551,"3,463",95,"89,098",39413,70534,32257,30511,31136,42105,51513,28319,40557,45911,32653,50533,28541,356.0
13247,"Rockdale County, Georgia","90,594","42,762","47,832","5,208","11,881","10,601","12,460","6,281","6,190",38.2,"9,425","27,339","50,895",0,"1,667",0,"33,852",61222,31460,62797,-,46476,46531,62877,"250,000+",55519,81415,49464,72124,33409,300.0
13255,"Spalding County, Georgia","66,100","31,881","34,219","3,232","7,848","8,991","8,367","4,652","3,592",39.8,"3,114","38,240","22,394",213,719,0,"27,580",42920,25659,30583,-,90826,42024,52231,34617,42508,52557,43231,50568,25811,274.0
13285,"Troup County, Georgia","70,034","32,962","37,072","6,264","8,354","9,144","8,207","4,033","4,707",36.4,"2,620","39,030","26,220",0,"1,622",0,"28,636",44260,25417,31801,-,150810,35654,56934,17520,56106,45471,37904,56368,28183,185.0
13295,"Walker County, Georgia","69,410","34,967","34,443","4,247","7,927","8,334","9,075","5,111","4,764",42.5,"1,607",N,N,N,N,N,"30,460",42609,26895,N,-,-,N,42381,30734,58686,46905,25584,52011,19841,135.0
13297,"Walton County, Georgia","93,503","44,927","48,576","4,900","11,063","12,280","12,859","6,996","4,735",38.2,"4,356","68,725","17,381",0,"1,227",0,"34,263",66640,32624,44118,-,N,106449,71763,22070,70360,76750,45932,76387,30547,618.0
13313,"Whitfield County, Georgia","104,062","51,621","52,441","6,314","12,933","14,020","13,536","6,552","5,466",37.0,"37,387",N,N,N,N,N,"40,145",45028,36658,38264,-,N,43502,46159,43432,54690,50611,26077,57110,25851,233.0
15001,"Hawaii County, Hawaii","200,983","98,970","102,013","10,518","23,661","23,671","23,217","13,486","16,203",42.5,"26,030","60,911","1,405",314,"42,855","21,089","88,548",57571,71565,91753,N,69949,52431,55489,50820,76119,69580,47733,75348,33209,1035.0
15003,"Honolulu County, Hawaii","980,080","492,913","487,167","69,267","147,846","126,401","116,666","57,222","59,641",38.1,"98,012","176,001","24,239","1,349","406,175","90,192","352,582",84423,308208,70314,N,88782,73370,91128,36572,81451,105300,73837,101386,46985,983.0
15007,"Kauai County, Hawaii","72,133","36,483","35,650","3,092","8,907","8,827","9,295","3,756","6,266",42.0,"8,083","21,189",127,63,"22,904","5,156","31,242",80921,22685,-,N,102101,51689,78919,49167,86279,86734,66461,89383,31396,202.0
15009,"Maui County, Hawaii","167,218","82,282","84,936","7,718","20,599","22,630","22,198","11,812","11,752",41.1,"19,231","50,238","1,195",241,"49,300","18,439","73,786",82885,52794,N,-,86594,76477,80422,41983,91500,94620,59979,91725,42597,372.0
16001,"Ada County, Idaho","469,966","235,896","234,070","28,113","66,481","67,005","60,077","30,629","26,185",37.4,"39,076","396,518","5,686","1,129","14,359",775,"186,486",66405,178712,40087,45871,61367,31704,70539,26180,72114,80984,46227,81101,37550,4770.0
16005,"Bannock County, Idaho","87,138","43,519","43,619","6,463","13,490","10,605","8,915","5,623","4,586",33.6,"7,647","72,647",659,"1,903","1,782",91,"34,441",50748,30635,N,20704,N,31309,54145,31644,50809,70015,37118,62400,30641,372.0
16019,"Bonneville County, Idaho","116,854","58,838","58,016","6,943","15,978","14,906","12,246","7,106","5,935",33.4,"15,493","96,633",40,534,"1,183",0,"43,773",58729,40224,-,N,65250,46971,59850,36612,55725,83323,45137,71430,32296,829.0
16027,"Canyon County, Idaho","223,499","110,799","112,700","14,968","29,942","27,990","26,115","12,029","11,644",34.4,"57,144","156,681",834,"1,351","1,992",452,"77,888",53374,74520,40947,N,30574,57126,54375,46853,55040,60696,42249,61540,31672,1935.0
16055,"Kootenai County, Idaho","161,505","79,091","82,414","9,039","21,632","19,145","19,346","11,718","10,198",40.6,"7,734","145,874",445,"1,896","1,451",501,"72,500",55236,64955,44004,N,46253,51781,56611,42846,61834,61421,46860,62640,35755,1658.0
16083,"Twin Falls County, Idaho","86,081","43,370","42,711","4,644","12,056","10,717","9,571","4,865","5,440",35.3,"14,557",N,N,N,N,N,"33,711",51196,32041,-,N,N,44326,51928,55824,49075,61404,39445,62587,29748,436.0
17001,"Adams County, Illinois","65,691","32,661","33,030","3,452","8,430","7,437","7,655","5,229","4,027",41.5,"1,091","60,082","3,054",248,426,0,"30,269",56699,26397,22313,-,110513,N,59492,44045,68025,71438,36825,71521,27648,47.0
17019,"Champaign County, Illinois","209,983","105,260","104,723","31,933","29,217","23,548","18,809","10,777","12,338",30.3,"12,798","139,759","27,764",155,"23,646",0,"93,407",52725,84290,32617,N,27155,36544,59568,18710,54358,70933,60019,83664,30694,305.0
17031,"Cook County, Illinois","5,180,493","2,516,466","2,664,027","334,239","846,833","701,865","648,939","325,891","313,367",37.0,"1,323,017","2,171,754","1,182,899","6,276","386,900","1,381","2,200,296",63353,1981796,39825,60340,77224,52109,83623,36227,72458,73593,41726,77744,44068,1448.0
17037,"DeKalb County, Illinois","104,143","50,903","53,240","13,899","15,183","11,415","10,949","5,912","5,645",30.9,"11,921","79,348","8,013",31,"2,767",0,"41,250",63085,38849,29005,-,12139,65992,65990,19735,64615,84963,47219,84518,36565,106.0
17043,"DuPage County, Illinois","928,589","456,716","471,873","57,392","117,814","120,365","125,709","66,269","63,997",39.5,"134,231","615,195","41,233",811,"112,936",162,"361,414",93750,345714,69883,N,107134,72421,99224,28589,99792,117537,62068,114695,50481,947.0
17089,"Kane County, Illinois","534,216","266,324","267,892","33,551","63,227","72,566","74,204","37,003","29,879",37.7,"172,268","302,484","28,124",702,"20,972",184,"189,475",79818,183633,46987,32481,91931,58680,93977,49619,80263,104424,51536,91813,43242,1073.0
17091,"Kankakee County, Illinois","110,024","54,768","55,256","8,104","13,855","12,856","13,184","7,203","7,282",37.5,"11,691","79,060","15,933",37,"1,016",0,"45,644",51404,40642,26038,-,86507,44726,57464,32222,57837,65308,32112,71271,27809,101.0
17093,"Kendall County, Illinois","127,915","62,401","65,514","7,196","15,302","21,586","16,996","6,083","6,193",35.2,"24,899","87,503","8,147",10,"4,649",0,"42,209",89862,40716,74449,-,44670,82391,90414,83130,95259,91055,58960,93846,46630,406.0
17097,"Lake County, Illinois","700,832","350,487","350,345","50,841","77,969","87,661","98,601","50,847","44,914",38.5,"155,394","426,587","44,532","1,675","56,090",310,"265,149",87133,246620,44926,38396,110914,62360,98071,32755,87706,110021,59919,103975,45940,612.0
17099,"LaSalle County, Illinois","109,430","55,242","54,188","5,584","14,230","13,348","13,787","8,499","7,394",41.9,"10,972","93,015","2,457",64,938,0,"50,149",51838,44714,50318,-,51003,49488,55619,35651,57855,69341,36282,66340,32109,94.0
17111,"McHenry County, Illinois","308,570","153,957","154,613","17,221","34,994","39,101","47,049","24,942","20,476",40.9,"41,498","248,534","4,329",249,"8,795",0,"118,810",85275,114544,131804,N,107143,68408,87854,54879,89993,102391,53225,98925,46836,398.0
17113,"McLean County, Illinois","172,828","84,289","88,539","21,822","21,894","21,787","18,911","10,417","9,643",33.4,"8,750","136,980","14,398",290,"8,986",0,"72,676",66256,65998,24609,N,84292,31842,67027,10772,68143,93687,54886,89121,32967,95.0
17115,"Macon County, Illinois","104,712","50,279","54,433","5,770","12,651","12,591","11,664","6,123","8,687",40.9,"2,459","79,736","17,525",88,"1,226",0,"50,405",50066,44562,26952,-,N,N,55448,29386,52759,63511,42393,65716,30094,35.0
17119,"Madison County, Illinois","264,461","129,143","135,318","15,448","35,137","32,103","33,937","20,143","17,855",40.1,"8,942","224,109","22,802",601,"2,439",27,"119,625",59987,108977,34532,-,N,N,64530,19409,68582,73381,45635,75013,32109,380.0
17143,"Peoria County, Illinois","180,621","87,818","92,803","11,909","24,042","21,819","21,719","11,092","12,696",38.0,"8,878","125,806","30,971",637,"7,326",0,"83,650",56138,71506,40042,32144,126743,37354,59550,30577,58808,63199,45497,72677,31464,66.0
17161,"Rock Island County, Illinois","143,477","69,273","74,204","8,543","16,259","18,146","17,364","10,630","9,243",40.4,"18,801","101,894","13,707",462,"4,081",132,"66,180",52148,61009,44037,-,48881,41856,56792,25229,57932,63469,42720,67468,32216,86.0
17163,"St. Clair County, Illinois","261,059","126,952","134,107","14,880","34,925","33,096","33,438","17,644","19,109",39.6,"10,899","160,251","78,954",192,"3,903",0,"120,612",59141,104803,34767,143194,71453,37401,68184,32019,62382,65968,41865,77298,31923,438.0
17167,"Sangamon County, Illinois","195,348","94,821","100,527","11,502","23,496","25,012","24,869","13,932","14,002",40.7,"4,593","156,609","24,289",478,"4,191",0,"91,928",61997,83006,23546,-,94250,78128,69223,30660,60994,79587,52751,81327,37860,175.0
17179,"Tazewell County, Illinois","132,328","65,006","67,322","7,022","16,334","16,608","16,602","8,476","9,668",41.0,"3,069","124,213","1,978",306,"1,176",53,"59,053",60857,54123,N,-,63814,39478,61650,30000,61359,77993,47892,72147,37626,94.0
17183,"Vermilion County, Illinois","76,806","38,315","38,491","4,618","8,832","8,542","9,253","6,021","4,539",40.4,"3,999","59,791","10,762",111,797,45,"36,125",43655,30166,21413,-,43390,62553,46602,32294,49601,47412,36581,56717,27950,10.0
17197,"Will County, Illinois","692,310","343,985","348,325","44,783","82,261","93,467","103,525","45,325","41,966",38.1,"123,504","435,023","74,585",372,"35,634",328,"245,197",85818,231647,59793,71843,129609,72020,94848,41694,89983,105015,58677,100865,48196,1406.0
17199,"Williamson County, Illinois","67,056","33,990","33,066","2,928","8,675","8,398","9,035","3,554","5,722",40.9,"1,848","59,861","2,656",386,928,0,"31,375",43568,27815,21462,-,N,18696,45282,21864,51529,51826,32166,56009,26179,187.0
17201,"Winnebago County, Illinois","284,081","138,909","145,172","16,328","35,954","33,488","35,980","18,501","20,857",39.5,"37,271","194,390","36,015",163,"8,433",66,"125,731",53345,114337,31648,-,71076,34319,60460,32524,52286,67760,41250,65799,31541,164.0
18003,"Allen County, Indiana","375,351","184,016","191,335","24,377","53,204","47,149","44,191","25,411","21,122",36.1,"28,556","275,107","42,184",675,"15,205",517,"159,269",54260,147638,31458,N,51483,45891,59148,35486,56856,65483,40383,67373,34304,1155.0
18005,"Bartholomew County, Indiana","82,753","41,162","41,591","4,472","12,297","10,198","10,752","5,533","4,599",37.2,"5,732","67,367","1,319",0,"6,556",0,"34,532",62047,31891,N,-,80726,56303,57936,52389,73481,67192,39720,73874,36115,170.0
18011,"Boone County, Indiana","66,999","33,267","33,732","3,218","8,194","8,537","9,844","4,491","4,471",37.9,"2,126","60,197","1,305",183,"1,227",0,"27,548",81145,24808,95902,-,77051,68920,81539,58786,93024,104564,49917,96610,43943,471.0
18019,"Clark County, Indiana","117,360","56,839","60,521","6,166","16,865","16,653","14,642","7,316","8,464",39.1,"6,509","96,814","8,242",0,640,95,"51,096",56307,45905,36029,-,73784,50524,59234,45641,60000,74470,44228,70990,35014,460.0
18035,"Delaware County, Indiana","114,772","55,362","59,410","16,240","13,320","10,916","12,943","7,070","6,581",35.0,"2,942","99,560","7,939",110,"1,718",163,"52,731",41662,45311,32590,-,23694,N,43506,18361,47141,57536,38031,57486,25340,52.0
18039,"Elkhart County, Indiana","205,560","101,432","104,128","13,505","26,351","24,804","24,948","12,995","11,763",35.5,"33,502","153,135","9,482",146,"1,849",260,"79,495",58350,73660,24030,51961,N,58660,61035,49019,58902,67676,43503,64589,36619,351.0
18043,"Floyd County, Indiana","77,781","37,644","40,137","4,397","9,966","9,952","9,843","6,497","5,079",39.5,"2,616","68,217","4,014",174,871,0,"33,022",66391,30300,45080,-,-,N,69810,39263,61723,86005,51151,85214,41273,206.0
18053,"Grant County, Indiana","65,936","31,214","34,722","5,963","6,743","7,229","8,191","4,988","4,504",41.4,"2,901",N,N,N,N,N,"30,494",44839,26923,31321,-,-,50618,45908,16644,53742,49295,37365,52804,27740,74.0
18057,"Hamilton County, Indiana","330,086","160,882","169,204","17,178","38,113","51,017","48,172","20,791","17,256",37.7,"13,558","274,236","12,314",25,"19,303",408,"129,530",100209,122876,75665,-,104651,114292,100897,47750,108092,120346,56254,112397,51471,2694.0
18059,"Hancock County, Indiana","76,351","37,401","38,950","4,343","9,574","10,027","10,427","6,172","4,078",38.8,226,N,N,N,N,N,"30,586",71653,29605,N,-,N,-,73315,52485,84190,92437,37546,83358,40087,610.0
18063,"Hendricks County, Indiana","167,009","83,439","83,570","9,077","20,258","25,560","23,549","9,321","10,994",38.2,"6,725","138,304","11,473",5,"5,101",71,"63,172",80582,60368,51250,-,115492,51970,82398,32056,86662,89355,54496,90372,49000,893.0
18067,"Howard County, Indiana","82,366","39,675","42,691","4,583","10,127","9,664","10,519","6,082","5,246",42.1,"2,847","69,868","6,105",599,"1,291",0,"39,559",55868,35139,75245,31836,-,34092,55667,24706,53378,66225,51294,66795,33855,277.0
18081,"Johnson County, Indiana","156,225","76,121","80,104","10,314","20,513","20,291","20,999","9,790","8,841",37.1,"5,637","138,095","3,220",0,"5,313",251,"61,792",68209,57504,22348,-,104773,58891,68990,50362,70167,86500,47235,81844,33548,839.0
18085,"Kosciusko County, Indiana","79,344","39,626","39,718","5,600","9,541","9,814","10,184","4,702","5,849",38.5,"6,391","68,625",425,651,"1,105",0,"38,744",55253,30798,36450,-,53066,52067,56190,41375,54232,69387,49604,70378,32384,234.0
18089,"Lake County, Indiana","484,411","234,684","249,727","30,050","59,215","60,975","61,888","33,418","33,625",39.1,"93,904","261,043","111,564",833,"7,285",405,"213,773",55154,186769,35231,N,51427,53990,66617,45100,56749,70380,39970,67822,32807,1236.0
18091,"LaPorte County, Indiana","110,007","58,196","51,811","6,326","14,433","13,989","14,285","8,349","7,084",40.4,"7,524","86,740","12,392",462,69,0,"49,209",51584,43122,27174,140943,-,48866,54047,19259,55772,60673,38730,66448,27592,134.0
18095,"Madison County, Indiana","129,641","64,211","65,430","7,917","16,842","15,393","17,100","8,605","8,790",40.2,"5,339","109,820","11,056",241,696,0,"59,141",49615,50426,23057,-,-,40579,51714,32109,59318,51276,41135,60187,29448,102.0
18097,"Marion County, Indiana","954,670","459,149","495,521","64,853","161,213","123,210","111,814","61,343","53,580",34.5,"101,614","519,270","270,301","1,667","33,555",592,"424,396",47780,373634,33290,45642,56365,40120,60313,27647,50227,55974,40266,61579,33994,1202.0
18105,"Monroe County, Indiana","146,917","72,119","74,798","26,157","21,135","15,416","13,610","6,918","8,125",29.4,"5,145","122,536","4,289",458,"10,317",0,"62,067",47369,57102,10848,50745,21669,43998,51663,18326,52165,63808,52015,72983,29785,207.0
18109,"Morgan County, Indiana","70,116","34,971","35,145","4,221","7,744","7,845","10,185","6,321","4,550",41.4,"1,114",N,N,N,N,N,"28,476",68338,25968,-,-,-,83989,68214,32354,85286,76809,49803,75511,31091,173.0
18127,"Porter County, Indiana","169,594","84,184","85,410","11,527","20,314","20,818","23,161","12,276","11,810",39.6,"17,405","140,450","6,373",292,"2,501",0,"69,387",66476,66144,40210,-,N,60166,70591,35708,71575,85307,49622,83072,39915,484.0
18141,"St. Joseph County, Indiana","270,771","131,804","138,967","19,841","36,085","31,554","32,235","16,541","17,899",37.0,"24,136","194,779","35,075",662,"6,523",146,"117,089",54434,107730,32512,N,49083,47235,60169,27666,58081,72220,36552,70331,29959,329.0
18157,"Tippecanoe County, Indiana","193,048","98,987","94,061","32,762","26,374","20,344","18,977","9,439","8,985",28.2,"16,412","145,144","10,519",448,"15,472",0,"76,740",50256,70446,38466,N,29009,46321,53185,22858,56908,62329,52843,71088,28349,432.0
18163,"Vanderburgh County, Indiana","180,974","88,305","92,669","11,846","26,048","21,965","21,266","12,188","13,070",38.6,"4,950","150,836","19,011",156,"1,826",0,"84,494",50325,75058,27055,-,109503,N,52383,30521,58023,55752,36911,66991,31265,257.0
18167,"Vigo County, Indiana","107,386","54,555","52,831","12,926","13,881","12,208","12,130","6,909","6,536",36.3,"2,922","91,397","7,494",48,"2,065",0,"47,525",48961,43262,34727,-,86261,31709,49657,24364,50331,56808,48681,62641,31921,48.0
18177,"Wayne County, Indiana","65,936","31,452","34,484","4,328","8,381","7,385","8,075","4,408","4,603",40.3,"2,066","57,984","2,895",0,539,0,"31,442",44928,28338,37172,-,N,N,47385,44591,45972,51167,32414,51730,27450,43.0
19013,"Black Hawk County, Iowa","132,408","65,131","67,277","14,178","17,435","15,641","13,297","8,419","8,147",35.2,"5,893","106,406","13,618",578,"3,659",286,"58,321",51920,53386,26617,-,N,31809,56180,27455,58151,64496,47195,70736,29605,205.0
19049,"Dallas County, Iowa","90,180","44,132","46,048","4,540","13,103","14,217","11,837","5,125","3,291",35.0,"5,544","76,587","2,275",145,"3,848",0,"38,276",83990,35492,N,-,92113,90888,82249,39348,98569,101038,51477,108149,43658,549.0
19061,"Dubuque County, Iowa","96,854","47,876","48,978","6,622","12,606","10,467","11,123","7,300","6,419",38.4,"2,438","87,758","2,491",312,"1,262",0,"41,514",60225,38501,40668,-,N,61414,61919,31555,65108,73799,44943,74511,32451,228.0
19103,"Johnson County, Iowa","151,260","75,678","75,582","24,998","21,987","19,291","14,530","6,887","8,072",30.3,"8,772","116,811","10,576",292,"9,222",423,"65,024",63035,60868,28656,-,64112,37292,72614,21455,78915,90785,66966,95326,36078,445.0
19113,"Linn County, Iowa","225,909","111,575","114,334","14,046","31,371","28,373","28,768","15,528","12,589",37.8,"7,573","193,123","13,475",367,"5,508",593,"98,067",64103,91747,31531,-,50957,50464,67321,46250,66743,83819,45427,86145,39092,443.0
19153,"Polk County, Iowa","487,204","240,482","246,722","30,328","74,868","67,101","60,221","33,404","24,873",35.8,"41,544","375,590","31,540",633,"23,718",262,"204,626",68291,189546,44665,47314,68380,60056,72259,37306,77614,82691,44365,85553,42935,2240.0
19155,"Pottawattamie County, Iowa","93,533","45,715","47,818","5,974","11,004","11,313","11,008","6,866","6,700",39.3,"7,339","81,796","1,715",313,541,62,"40,007",55376,36635,27863,-,N,55070,56738,31444,63525,68333,39973,68818,30955,166.0
19163,"Scott County, Iowa","173,283","85,093","88,190","10,068","22,531","22,182","22,021","11,541","11,551",38.3,"11,879","137,937","11,642",205,"4,702",175,"74,655",58175,66905,29180,N,51544,33794,63509,47821,59794,71933,45275,77917,36162,365.0
19169,"Story County, Iowa","98,105","50,223","47,882","20,385","13,442","9,751","7,753","5,039","3,878",26.4,"3,486","81,506","1,249",93,"8,278",0,"40,766",54586,37290,32481,-,42330,66050,59198,13295,67402,81099,53876,81703,29568,273.0
19193,"Woodbury County, Iowa","102,539","51,134","51,405","5,776","13,506","13,360","11,299","6,268","6,818",36.7,"17,407","74,093","4,299","2,033","2,906",60,"42,434",61516,39253,33486,60613,N,59656,66269,49894,61024,86286,44593,69161,32021,89.0
20015,"Butler County, Kansas","66,765","33,796","32,969","4,049","7,856","8,300","8,568","4,321","4,837",38.8,"3,353","59,035","1,527",516,665,95,"27,082",64898,24692,-,83146,-,44521,65708,40670,79821,75680,35738,77920,33946,147.0
20045,"Douglas County, Kansas","121,436","59,910","61,526","20,625","19,005","13,526","11,815","6,208","5,538",30.2,"7,739","95,008","4,828","2,883","6,786",0,"51,068",54668,48907,28771,51910,51383,41837,61441,21565,60667,81567,50354,80818,30630,419.0
20091,"Johnson County, Kansas","597,555","294,084","303,471","34,568","81,708","83,718","77,791","38,101","36,698",37.8,"46,433","476,155","26,453",941,"30,014",183,"244,476",86746,231184,56086,70947,96097,57544,90803,41121,91386,105947,58086,106286,50583,1766.0
20103,"Leavenworth County, Kansas","81,352","43,315","38,037","3,695","10,145","12,847","9,656","5,806","5,096",38.6,"5,655","64,236","5,957",355,720,49,"29,998",71071,26654,24898,-,N,31982,80221,11702,61031,99942,55975,89862,30518,309.0
20161,"Riley County, Kansas","73,703","38,718","34,985","19,088","12,950","6,009","5,093","2,629","3,155",25.0,"6,272","56,380","4,594",100,"3,560",63,"31,340",44697,26617,28620,N,N,30060,51032,23954,44700,66428,67469,72875,29090,90.0
20173,"Sedgwick County, Kansas","513,607","254,546","259,061","34,687","72,399","63,705","58,696","33,420","31,702",35.7,"76,529","348,296","44,619","3,979","19,838",166,"220,923",55882,198024,28874,30917,71850,44069,62163,34142,60675,68611,41754,71433,33822,1012.0
20177,"Shawnee County, Kansas","177,499","86,456","91,043","10,581","20,807","22,350","20,754","10,849","12,766",39.3,"22,415","130,470","14,652","2,164","2,581",0,"80,187",52104,72788,30187,36748,N,47842,58293,29430,62339,69578,42669,73299,31796,201.0
20209,"Wyandotte County, Kansas","165,324","81,865","83,459","10,090","23,865","22,722","18,834","10,733","8,726",34.3,"48,472","66,617","34,053",529,"7,957","1,379","68,301",47285,60708,39928,73391,43277,44386,51997,37382,52174,47420,39849,56863,28837,174.0
21015,"Boone County, Kentucky","131,533","65,940","65,593","7,301","17,788","17,679","17,871","9,238","7,267",38.2,"5,702","114,980","3,903",0,"2,300",0,"50,035",77429,47684,61023,-,N,45703,83512,50153,81258,89598,58170,91687,47931,469.0
21029,"Bullitt County, Kentucky","81,069","40,530","40,539","4,675","10,094","11,112","11,832","5,867","5,280",40.8,"1,701",N,N,N,N,N,"31,948",58119,29789,N,-,-,70549,58325,70410,85381,56822,43175,71850,34403,379.0
21037,"Campbell County, Kentucky","93,152","45,006","48,146","6,921","13,685","10,938","11,405","6,615","6,515",38.5,"2,008","85,903","3,016",214,944,0,"40,545",59524,36992,19392,-,N,78538,63077,25104,76004,75794,38048,81550,33031,165.0
21047,"Christian County, Kentucky","71,671","37,000","34,671","9,714","11,994","6,894","6,205","2,714","3,683",28.2,"5,808","46,570","14,923",331,"1,394","1,143","30,004",38448,26114,30751,-,N,38887,50262,31954,39720,37439,40975,49422,25376,63.0
21059,"Daviess County, Kentucky","101,104","49,475","51,629","5,681","13,125","12,338","12,116","6,703","6,750",38.0,"3,279","88,718","4,299",177,"1,809",107,"43,375",50934,39590,22433,-,N,45591,51999,31120,53786,61047,38405,61041,30452,222.0
21067,"Fayette County, Kentucky","323,780","158,158","165,622","34,856","49,709","42,549","38,019","19,681","18,282",34.9,"24,028","228,662","46,981",77,"12,495",0,"142,688",54896,131067,38184,-,72518,44023,62645,27100,61247,63862,51536,73455,36825,733.0
21093,"Hardin County, Kentucky","110,356","55,818","54,538","7,556","15,539","13,374","14,316","6,657","7,280",36.6,"6,641","83,467","12,137",301,"2,413",403,"47,058",50981,41625,40738,-,N,43293,52258,29468,52396,59551,46009,60736,29534,272.0
21111,"Jefferson County, Kentucky","770,517","372,347","398,170","47,325","113,938","96,320","95,158","53,073","51,216",38.6,"44,010","514,041","165,552","1,619","22,908",0,"347,119",55851,311263,35500,36708,64293,43855,63194,35654,57463,65400,44992,69552,37130,1226.0
21117,"Kenton County, Kentucky","166,051","81,777","84,274","10,208","25,071","21,064","20,021","11,905","10,276",36.2,"5,624","146,629","6,993",385,"1,936",0,"69,858",64441,64611,32217,62210,81737,31746,68245,36802,71143,77699,49420,79678,43443,247.0
21145,"McCracken County, Kentucky","65,346","30,816","34,530","3,694","7,388","7,793","8,473","4,496","4,777",42.8,"1,703","54,257","7,164",179,627,67,"32,270",47764,27650,18203,N,-,N,51103,23616,52308,60030,33742,60868,26636,101.0
21151,"Madison County, Kentucky","92,368","45,221","47,147","11,918","11,888","11,071","11,020","5,921","4,982",34.5,"2,351","82,598","3,953",138,928,0,"37,060",52047,33396,47557,-,150348,43183,53861,28754,57340,68662,40919,63872,30414,205.0
21185,"Oldham County, Kentucky","66,470","34,749","31,721","3,527","6,747","10,039","9,880","4,452","4,230",39.2,"2,704","58,589","2,850",82,991,0,"22,293",102033,21237,93011,-,184781,N,102465,16773,114253,116100,63750,115409,40182,245.0
21227,"Warren County, Kentucky","131,264","64,686","66,578","13,299","17,980","15,343","15,486","7,953","6,537",33.0,"7,330","101,945","9,544",190,"6,036","1,328","53,976",53601,48843,44671,-,N,50012,58593,21961,56932,65938,44587,67149,32243,780.0
22005,"Ascension Parish, Louisiana","124,672","61,257","63,415","6,535","18,139","18,692","16,698","7,128","7,161",35.8,"7,160","84,584","27,087",386,"1,875",176,"48,685",79495,45102,49965,-,88816,N,92821,62144,75656,103466,41449,91138,35962,936.0
22015,"Bossier Parish, Louisiana","127,185","62,135","65,050","9,468","18,581","18,328","13,473","8,209","7,153",35.4,"8,605","83,301","29,728",484,"2,705",0,"57,836",55922,50099,42147,-,N,65166,60974,35105,70083,59774,48416,70788,35383,658.0
22017,"Caddo Parish, Louisiana","242,922","114,771","128,151","15,588","33,610","29,230","28,039","16,424","15,993",38.0,"7,006","108,164","119,560","1,255","3,189",60,"113,387",39077,94778,28369,58205,57196,50662,53801,28788,35132,50085,38313,53816,25424,300.0
22019,"Calcasieu Parish, Louisiana","203,112","98,084","105,028","12,631","29,829","25,171","23,639","12,216","14,168",36.2,"7,666","136,064","51,560",609,"2,566",0,"92,041",49113,78351,35122,118808,37899,27036,61546,34520,53107,65729,38353,65642,30601,996.0
22033,"East Baton Rouge Parish, Louisiana","440,956","210,721","230,235","45,503","64,913","52,692","47,881","25,843","26,670",34.2,"18,539","195,000","203,137",279,"12,497",0,"195,199",52947,163274,37627,-,50737,61208,76751,24481,56974,61728,51068,73334,35117,1278.0
