GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
25021,"Norfolk County, Massachusetts","696,023","333,614","362,409","43,436","86,287","87,788","105,480","47,755","47,653",41.1,"29,016","533,281","45,553",330,"72,739","273,986",94039,260415,64210,90299,91444,97191,33461,102235,117077,52335,118808,47606,719.0,429200,28.1,61.1,60.5,51.1,35.5,391791,5.4
25023,"Plymouth County, Massachusetts","510,393","248,423","261,970","31,422","54,165","58,647","80,638","39,703","33,493",42.7,"19,283","417,027","46,174",0,"6,947","203,367",75080,182467,36510,55402,41229,81963,42718,80999,95602,47036,91464,39044,852.0,339800,15.4,41.7,41.6,35.6,28.9,275160,6.7
25025,"Suffolk County, Massachusetts","778,121","376,695","401,426","77,349","178,813","100,276","90,176","41,847","37,783",32.6,"172,285","353,907","157,133",793,"68,126","326,976",56771,300841,40550,34160,35476,80109,30507,72800,61683,25452,62969,48915,55.0,432400,19.7,64.0,39.7,30.6,26.4,454060,6.6
25027,"Worcester County, Massachusetts","818,963","403,635","415,328","57,656","100,169","102,361","125,971","61,272","51,042",39.8,"88,128","636,364","36,699","1,289","38,321","330,084",65753,301713,40537,71930,39118,70020,26205,71468,81597,39052,84077,35202,1065.0,257400,13.8,38.0,39.7,35.1,26.1,438090,6.9
26025,"Calhoun County, Michigan","134,314","65,325","68,989","9,141","16,314","16,012","17,293","9,229","9,401",39.4,"6,497","105,556","13,888","1,159","2,719","60,608",43084,53076,21227,41521,26267,49128,27929,50224,54270,31616,52055,25319,58.0,101400,8.5,18.5,25.0,19.3,18.5,61233,8.4
26049,"Genesee County, Michigan","410,849","198,051","212,798","27,067","47,738","49,948","56,830","32,519","25,490",40.4,"13,599","297,672","80,244",854,"4,672","190,896",44025,163488,27090,105921,61700,48540,24014,47251,49825,38646,54952,28423,345.0,99200,5.7,23.0,25.5,19.2,18.3,187621,10.0
26065,"Ingham County, Michigan","286,085","138,996","147,089","39,770","39,216","31,694","32,373","18,400","15,458",31.7,"21,937","201,325","30,177",623,"18,155","122,166",47082,111265,31345,47857,41613,52048,17355,52608,55700,47756,64996,31130,239.0,124100,12.0,44.9,41.0,33.5,38.3,147714,7.5
26075,"Jackson County, Michigan","159,494","81,620","77,874","10,360","19,168","19,512","22,537","13,184","9,381",41.1,"5,482","135,264","13,440",488,"1,277","69,023",50783,59292,21513,86983,40887,54901,26014,48852,62158,43615,59210,31082,111.0,127800,3.3,20.6,15.4,24.4,23.4,69780,6.9
26077,"Kalamazoo County, Michigan","260,263","127,301","132,962","30,534","34,990","29,436","30,860","14,218","17,262",34.2,"12,501","203,142","27,054",615,"6,020","110,505",52164,101228,30333,41353,42927,56280,23459,56708,70364,41473,68269,31233,369.0,148500,10.1,48.0,39.3,36.7,34.4,141062,7.3
26081,"Kent County, Michigan","636,369","313,245","323,124","44,401","97,323","78,427","82,964","40,983","37,144",35.1,"65,359","473,214","58,602",861,"17,945","249,957",54340,237259,28385,54893,36603,60168,23774,60007,65662,41871,66321,33480,1282.0,151200,9.7,39.5,38.2,31.8,28.0,342005,5.3
26099,"Macomb County, Michigan","864,840","420,902","443,938","54,025","108,860","109,390","128,651","66,760","54,143",40.9,"21,865","691,589","96,034","2,428","32,188","362,516",54640,341532,36495,69544,47906,56698,33730,60421,66167,42232,67744,34426,1367.0,149000,10.0,26.4,29.8,23.8,16.8,445189,6.6
26111,"Midland County, Michigan","83,632","41,623","42,009","5,140","10,490","9,268","12,093","6,764","5,195",40.4,"2,172","76,632","1,177",171,"1,611","36,465",59292,32977,"2,500-",120307,64399,59189,22978,64386,66770,50412,69639,32931,108.0,138500,4.9,33.0,42.6,32.7,31.2,41909,7.9
26125,"Oakland County, Michigan","1,242,304","604,588","637,716","74,591","154,408","158,040","186,802","93,566","83,965",41.2,"47,881","904,222","173,585","3,056","84,834","535,305",69998,497819,46895,103842,55284,72723,33194,74923,86027,50984,90742,40607,2180.0,217400,16.9,50.4,50.9,44.2,37.0,660930,5.1
26139,"Ottawa County, Michigan","279,955","137,826","142,129","25,806","32,035","31,854","37,211","16,170","16,423",35.0,"26,456","235,560","3,588",809,"8,165","105,494",61012,98598,32690,60370,51367,62222,41055,67264,76566,41917,73106,29727,971.0,165500,11.6,35.2,35.2,31.3,27.0,147854,4.3
26161,"Washtenaw County, Michigan","358,880","177,299","181,581","46,943","50,830","41,703","44,619","22,833","19,205",33.7,"16,353","251,942","43,911",713,"32,009","150,083",61977,138099,36186,52275,51669,69876,29921,66597,81680,53051,88162,37916,390.0,234200,20.8,62.3,59.4,52.1,49.1,192500,5.4
26163,"Wayne County, Michigan","1,759,335","846,222","913,113","124,181","230,699","216,038","240,588","124,981","110,720",37.8,"101,015","875,992","685,441","4,099","56,577","814,338",41557,667521,28195,59836,32727,55598,23395,41084,51245,34461,52657,26634,799.0,92400,7.0,24.7,25.6,22.7,17.7,806406,11.6
27003,"Anoka County, Minnesota","344,151","172,631","171,520","20,062","44,377","46,827","52,288","26,046","20,162",38.3,"14,384","284,234","18,101","1,992","14,641","130,091",73382,126823,47465,72696,45377,76588,37449,80648,84777,47973,83720,42466,775.0,205300,11.5,35.9,38.3,25.4,22.9,195143,4.0
27019,"Carver County, Minnesota","98,741","48,253","50,488","5,258","11,146","13,933","15,973","7,258","4,986",36.5,"4,067","88,306","1,594",110,"2,242","36,897",92653,35232,78002,185484,53483,93630,50225,100706,105584,46749,104641,43582,517.0,291800,14.9,49.4,54.1,43.8,28.1,57364,2.7
27037,"Dakota County, Minnesota","414,686","203,815","210,871","24,161","54,355","54,860","61,891","31,710","22,796",37.8,"27,730","331,053","21,049",564,"19,698","164,079",77196,158944,47376,82642,42040,81204,46809,81814,92624,48023,91332,46971,940.0,237000,14.1,44.8,48.7,41.1,29.3,238692,4.0
27053,"Hennepin County, Minnesota","1,223,149","603,474","619,675","78,215","209,236","160,905","162,697","84,750","70,651",36.2,"84,042","852,205","154,545","5,586","85,898","526,509",68935,499754,27542,81483,45163,77328,32670,72437,84613,47452,92186,43485,1617.0,250100,22.0,55.2,50.2,46.8,40.2,713933,4.5
27109,"Olmsted County, Minnesota","151,436","74,377","77,059","8,178","22,444","18,772","20,022","10,607","9,233",36.9,"7,270","122,983","7,781",207,"9,544","62,294",69973,58101,26144,97456,55789,70251,35270,78521,80766,49915,87882,35046,505.0,182400,15.7,50.1,52.4,39.5,34.6,83194,4.0
27123,"Ramsey County, Minnesota","538,133","262,081","276,052","41,499","88,423","63,858","65,473","35,673","31,004",34.8,"39,646","340,736","60,201","2,519","74,145","218,436",57384,207066,30227,50574,42880,65303,35163,57329,72333,45956,75310,39183,277.0,207600,17.8,46.6,43.8,41.7,33.7,294913,5.5
27163,"Washington County, Minnesota","251,597","124,410","127,187","13,490","30,847","33,340","38,563","18,329","15,707",39.3,"10,056","209,909","10,396",931,"13,691","96,295",87995,92128,56199,103029,52148,89493,32933,95470,100966,54210,101712,47578,613.0,266700,14.5,41.7,55.2,42.2,31.7,137851,3.0
28047,"Harrison County, Mississippi","201,410","98,473","102,937","14,753","28,319","25,414","25,938","14,580","9,823",36.0,"11,156","130,243","47,212","1,259","6,733","90,748",42297,77951,32645,52879,41439,48193,32270,42073,51637,37428,48591,31381,798.0,143400,4.7,25.0,19.2,20.6,26.9,96576,9.9
28049,"Hinds County, Mississippi","242,891","113,247","129,644","20,442","35,616","28,790","29,250","17,029","12,807",33.9,"3,949","62,566","172,717",210,"2,331","104,557",39002,88812,32808,88681,12733,56952,16866,34485,51665,32082,49582,24127,233.0,118600,10.3,28.3,27.9,28.1,26.9,112726,8.8
28089,"Madison County, Mississippi","103,465","49,702","53,763","6,211","13,197","14,127","14,830","6,889","5,824",37.3,"2,906","57,751","39,744",202,"2,575","41,842",67907,38511,43540,88314,39505,87237,48576,67456,95406,44331,85509,36245,737.0,207300,6.8,41.7,39.5,47.9,30.8,54451,6.1
28121,"Rankin County, Mississippi","149,039","71,806","77,233","7,729","21,108","23,061","18,868","9,393","8,245",38.0,"3,955","111,073","29,978",90,"1,523","58,719",57500,55004,45013,71077,62463,61647,17155,62075,70736,34435,71592,33798,559.0,155200,17.9,36.8,33.6,25.9,21.9,76339,4.7
29019,"Boone County, Missouri","174,974","84,675","90,299","24,065","27,409","20,404","18,898","9,630","9,545",30.4,"5,838","138,697","15,624",259,"7,069","74,446",50520,69152,32939,26464,40234,54306,11654,55998,67000,46512,72446,28222,771.0,181000,19.1,57.7,51.0,44.8,39.2,94449,4.0
29047,"Clay County, Missouri","235,637","115,062","120,575","13,418","32,586","33,535","32,637","14,673","14,479",37.2,"15,823","192,917","12,779","1,605","5,687","95,609",65090,88959,55323,83996,62879,65392,33368,70956,73688,45133,79292,38360,232.0,159300,9.3,36.1,42.4,28.8,22.1,128412,4.4
29095,"Jackson County, Missouri","687,623","332,050","355,573","44,408","103,702","86,459","89,664","47,951","40,377",36.5,"61,466","429,734","162,457","2,100","11,837","317,103",48212,280899,33745,46633,34897,56650,25769,51374,57581,37439,62387,31657,1602.0,130800,12.7,35.7,32.7,28.2,25.6,355256,5.0
29099,"Jefferson County, Missouri","224,124","110,988","113,136","12,742","28,531","29,586","33,050","17,838","13,012",38.7,"4,188","211,878","2,867",563,"2,027","89,124",58704,82734,35755,66607,37860,59236,33465,61031,65505,39717,66490,30321,534.0,155000,2.9,18.7,24.8,16.5,12.1,118901,6.6
29165,"Platte County, Missouri","96,096","47,553","48,543","6,209","13,351","12,732","13,592","6,267","6,101",38.2,"5,574","78,790","7,098",348,"2,285","40,581",70837,38786,51238,75484,57243,75340,26453,71510,101795,49153,85916,41866,263.0,197100,13.5,42.3,49.1,43.1,31.9,53579,4.4
29183,"St. Charles County, Missouri","385,590","189,953","195,637","24,316","50,326","50,958","54,966","27,704","22,593",37.8,"12,424","337,307","15,931",529,"9,093","149,632",73116,142900,45837,85607,80030,74985,40543,76704,91102,47647,86886,40677,1767.0,197300,10.2,38.4,43.7,32.1,26.9,218170,3.4
29189,"St. Louis County, Missouri","1,003,362","475,343","528,019","63,950","126,677","117,864","136,012","75,168","67,056",40.2,"28,140","672,343","235,502","1,603","42,614","438,442",61516,398948,40160,85007,61291,69242,29810,62520,79902,46120,80063,36615,947.0,186500,14.7,44.3,47.6,43.4,33.2,532929,5.2
29510,"St. Louis city, Missouri","315,685","153,026","162,659","24,966","61,677","41,286","39,008","22,937","18,292",35.0,"12,261","138,178","146,925",398,"8,920","175,644",38397,141312,25631,38700,31244,53943,19089,46936,38533,28015,49992,30707,75.0,130800,14.9,51.4,38.1,26.4,21.0,168400,9.5
30013,"Cascade County, Montana","82,278","41,372","40,906","6,699","10,676","8,620","10,291","5,743","5,431",39.2,"3,477","70,506","1,008","3,404",576,"37,932",45606,34375,53780,48217,31847,47222,27876,51010,50706,32417,59578,23464,152.0,168600,3.3,24.6,34.8,24.2,23.2,41364,4.0
30111,"Yellowstone County, Montana","157,048","77,240","79,808","9,842","22,574","19,045","19,768","11,277","9,789",38.0,"8,558","136,355",711,"6,919","1,187","67,559",58026,62847,55098,90417,35206,59119,33909,65552,61933,39078,67966,36547,1270.0,209300,7.0,30.1,37.3,28.7,25.5,83164,3.2
31055,"Douglas County, Nebraska","550,064","271,117","278,947","37,746","87,054","72,396","67,873","33,928","30,510",34.3,"67,267","385,632","61,640","2,685","18,363","229,085",58359,212285,28587,44686,39439,66698,33867,61155,70686,42407,75759,35794,1653.0,153300,17.2,42.6,45.0,35.4,29.6,296706,3.8
31109,"Lancaster County, Nebraska","306,468","152,510","153,958","34,989","43,691","37,431","34,477","19,205","16,375",33.1,"20,547","251,855","11,841","1,241","11,895","126,511",53807,120671,36432,56103,46802,56221,22312,56979,70083,44541,74424,33548,1042.0,163600,16.9,39.1,41.7,37.4,31.5,172808,2.9
31153,"Sarpy County, Nebraska","175,692","88,689","87,003","11,622","24,837","25,538","22,749","9,672","9,112",34.2,"15,201","143,707","6,783",696,"4,536","67,139",73518,64495,78106,87424,66830,74046,32730,76266,90763,44738,86129,37154,857.0,169100,8.2,36.3,46.0,36.1,28.5,97887,2.3
32003,"Clark County, Nevada","2,114,801","1,056,226","1,058,575","139,075","312,576","296,119","285,583","125,356","120,108",37.0,"646,217","936,945","222,299","9,711","201,676","871,866",51552,740966,36508,59149,44751,58754,31119,51868,60219,42115,61465,34384,7805.0,217300,5.4,21.0,24.4,23.1,24.0,1070991,8.3
32031,"Washoe County, Nevada","446,903","224,590","222,313","30,305","64,891","54,631","59,796","31,478","27,954",38.1,"106,906","283,719","9,729","5,221","22,477","189,001",56382,172751,35779,74367,48033,60300,34822,60127,68279,43535,69707,35874,1993.0,268400,4.1,27.9,29.4,28.8,32.8,235887,6.8
33009,"Grafton County, New Hampshire","89,320","44,243","45,077","7,154","11,268","8,864","11,931","7,572","6,449",43.5,"2,067","81,238",378,235,"3,943","51,837",58183,35380,88300,64755,88050,57336,35795,64215,70610,44472,75081,40189,144.0,213400,11.6,46.3,37.4,35.8,35.9,48361,3.0
33011,"Hillsborough County, New Hampshire","406,678","201,595","205,083","26,139","50,728","51,889","64,092","31,574","25,612",40.8,"25,405","349,181","9,882",286,"15,489","168,089",74323,156678,28168,122805,54327,76053,42022,81276,85897,46887,89320,42917,555.0,256200,16.8,39.4,42.7,36.4,30.8,231861,4.5
33015,"Rockingham County, New Hampshire","301,777","150,063","151,714","16,861","35,093","35,654","51,792","28,020","20,107",44.1,"8,178","280,374","1,863",0,"6,170","129,361",87960,118789,99163,62131,87438,88666,62488,97589,103127,55739,101214,51305,753.0,293100,17.6,49.4,47.7,39.8,33.0,183093,4.5
34001,"Atlantic County, New Jersey","274,219","131,870","142,349","18,056","32,119","32,917","39,286","19,751","19,032",40.7,"51,414","154,517","38,391",536,"21,902","127,879",54052,101813,30810,59871,43014,65062,33646,56660,62317,42504,67976,32441,351.0,223400,10.5,27.9,26.5,28.2,25.3,144653,10.8
34003,"Bergen County, New Jersey","938,506","454,754","483,752","54,309","109,413","125,878","144,477","71,132","57,061",41.7,"177,650","540,479","50,307","1,216","152,564","355,139",89023,336675,71324,104808,73414,95553,48377,100285,107949,56396,111043,47583,946.0,451100,18.4,53.9,56.9,47.5,34.6,500157,4.5
34005,"Burlington County, New Jersey","450,226","221,735","228,491","29,517","54,678","55,662","69,702","35,992","26,209",41.3,"35,069","307,015","70,061",356,"22,624","178,000",74800,163505,56638,89042,61771,80871,36467,79978,96177,48403,90913,43795,539.0,246300,15.8,41.5,40.0,36.4,28.8,244190,8.1
34007,"Camden County, New Jersey","510,923","246,577","264,346","32,194","70,062","64,742","72,422","37,712","29,387",38.7,"81,752","293,362","91,724",204,"29,320","206,233",65025,185113,45924,85108,42899,76651,22315,68559,82117,44090,82252,36244,283.0,193800,16.2,36.7,35.9,30.6,26.6,268370,7.4
34011,"Cumberland County, New Jersey","155,854","80,775","75,079","10,591","23,528","21,305","21,094","10,668","7,773",37.3,"46,279","73,762","27,393",644,"2,264","56,358",51315,50380,44078,65996,37589,61188,37011,55097,61087,35251,59241,27353,185.0,157300,3.1,14.2,17.1,12.7,10.7,70332,5.8
34013,"Essex County, New Jersey","797,434","383,250","414,184","54,168","108,115","112,679","114,937","50,953","44,248",37.0,"178,837","250,387","307,074",929,"41,148","314,750",52041,279874,36962,106911,35601,94033,21809,51180,70066,34213,68965,30107,459.0,375900,13.3,35.5,37.5,35.4,27.2,413368,10.2
34015,"Gloucester County, New Jersey","291,479","141,774","149,705","19,085","34,594","38,817","43,358","21,908","18,337",40.4,"17,112","230,195","26,172",97,"9,334","112,393",77565,103876,48411,123288,43744,81849,21428,88084,91260,45080,91597,38317,452.0,211800,9.6,37.2,37.7,29.2,16.9,154942,7.7
34017,"Hudson County, New Jersey","674,836","335,619","339,217","46,004","141,559","106,151","86,688","37,144","34,249",35.0,"290,263","194,764","72,178",991,"99,883","277,812",60530,255508,40502,100690,42647,82265,41986,78336,58636,27497,63131,47370,400.0,342800,21.0,58.8,43.1,29.4,16.9,381681,7.3
34021,"Mercer County, New Jersey","371,398","181,570","189,828","28,270","46,053","48,517","54,225","26,443","21,361",38.8,"62,973","189,237","73,724",126,"40,657","144,485",72417,127965,45726,131292,43476,90945,30661,71129,91539,54301,93880,40185,284.0,283600,12.8,37.0,43.3,39.0,32.5,194659,7.4
34023,"Middlesex County, New Jersey","840,900","413,882","427,018","55,710","118,349","116,749","119,847","57,959","48,409",37.9,"170,536","372,556","80,177","1,536","201,209","299,594",78643,280855,61871,111159,57353,79414,44355,82161,95363,50251,94268,42020,839.0,332900,14.4,52.0,49.9,38.1,28.7,427565,5.5
34025,"Monmouth County, New Jersey","628,715","305,645","323,070","38,154","66,813","74,644","101,713","53,421","39,915",42.9,"67,329","472,214","43,772",345,"33,488","260,683",87092,234365,42210,111089,60303,93349,24869,91449,106178,56238,110628,41322,944.0,396000,16.7,45.6,50.6,45.1,36.0,330756,5.7
34027,"Morris County, New Jersey","499,509","244,719","254,790","30,146","53,904","62,508","82,885","37,153","32,714",42.4,"65,122","359,191","15,277",235,"50,618","191,328",101661,179480,74575,140851,70699,103147,71982,120112,121792,58119,125586,55132,743.0,433400,21.7,58.6,63.3,51.8,36.4,277158,5.0
34029,"Ocean County, New Jersey","588,721","284,241","304,480","32,236","65,134","59,705","74,986","41,187","35,754",43.0,"53,577","498,346","16,360",155,"11,533","280,488",63765,222497,55317,92654,59144,64216,29479,70816,82794,44563,78419,35362,2237.0,270200,12.6,35.9,30.4,28.0,22.1,274965,5.5
34031,"Passaic County, New Jersey","510,916","249,788","261,128","35,473","68,607","65,861","70,700","32,989","29,533",36.8,"205,546","215,382","54,841",283,"27,214","176,850",55954,157309,31559,93650,36280,83812,31202,56156,71793,38670,71549,29162,126.0,330800,8.1,28.5,27.6,23.6,20.5,241140,4.7
34033,"Salem County, New Jersey","64,180","31,262","32,918","3,897","7,405","7,433","9,423","4,556","4,639",42.7,"5,247","48,154","8,285",62,698,"27,635",68830,22747,47335,52557,65250,76582,14516,76529,94394,45138,89802,34383,31.0,191200,14.3,26.3,20.7,18.3,20.4,31803,6.9
34035,"Somerset County, New Jersey","333,654","162,969","170,685","19,815","35,576","44,657","55,519","27,671","18,777",41.3,"48,471","192,123","29,561",40,"57,676","125,898",98440,117198,82833,150848,63059,100302,53118,108831,118728,56779,122262,53571,422.0,420400,27.2,59.3,62.5,54.8,39.5,183901,5.3
34037,"Sussex County, New Jersey","143,673","71,485","72,188","8,605","14,185","16,938","25,176","12,388","10,270",44.4,"10,818","125,104","2,842",0,"2,986","62,333",85086,53190,104111,127701,76843,84488,50018,91633,99805,58830,100647,50204,133.0,267600,16.1,41.4,39.8,33.5,33.8,81213,5.5
34039,"Union County, New Jersey","555,786","271,522","284,264","35,708","71,056","77,429","82,814","38,345","31,555",38.2,"169,913","226,833","114,041",47,"27,360","201,481",71163,188035,56604,122994,51802,94376,47466,67379,90724,47421,82453,40096,399.0,342800,10.8,33.5,37.8,35.8,23.8,297426,7.4
34041,"Warren County, New Jersey","106,869","52,012","54,857","5,918","10,957","13,158","18,084","9,925","6,507",43.7,"9,245","88,450","4,206",154,"3,392","45,423",71277,41813,85813,80417,38629,73517,14855,76846,91116,47026,89905,40058,141.0,256000,15.2,32.3,35.8,30.7,27.4,59863,6.6
35001,"Bernalillo County, New Mexico","676,685","331,534","345,151","47,243","101,056","84,733","86,969","46,049","41,015",36.8,"333,175","267,808","17,657","27,407","15,731","288,988",47747,263325,30530,60000,39724,57599,24560,48061,54971,41841,60892,30967,1122.0,189000,6.4,27.6,31.6,33.7,34.4,334442,6.6
35043,"Sandoval County, New Mexico","139,394","68,979","70,415","7,647","16,783","17,258","18,873","10,295","9,274",40.1,"52,648","61,914","3,225","16,756","1,586","54,698",63598,47397,67463,123591,58479,68431,7083,64384,69366,52209,69303,32685,804.0,186200,1.6,20.0,35.6,29.5,31.4,66561,7.9
36001,"Albany County, New York","309,381","150,393","158,988","32,486","40,654","35,555","40,713","20,524","20,123",37.7,"18,208","225,853","35,399",613,"19,505","138,718",57042,123862,27863,80481,30700,65188,22600,61700,73552,46605,82418,36151,296.0,209300,21.0,42.4,44.3,35.6,33.2,168029,5.1
36005,"Bronx County, New York","1,455,444","687,295","768,149","120,713","227,716","185,579","191,782","82,153","72,018",33.6,"802,221","145,316","426,944","2,971","52,537","523,735",35176,495513,36364,52120,29213,57875,28742,38239,39629,23780,40493,21428,4.0,368500,7.4,25.1,21.3,18.0,15.2,672903,10.7
36007,"Broome County, New York","196,567","97,219","99,348","19,378","21,977","19,518","26,097","15,636","12,131",40.3,"7,915","164,966","10,171",315,"8,347","89,649",46152,78398,24002,40013,30516,47512,14810,50264,62145,36985,61859,28128,35.0,111900,13.9,39.5,23.4,27.5,21.8,95770,7.2
36011,"Cayuga County, New York","78,288","40,800","37,488","5,393","9,568","9,213","11,367","6,427","5,238",42.2,"2,321","70,650","3,450",107,228,"36,463",53146,31368,60743,76285,28339,53094,24619,61537,63911,36754,65139,33933,80.0,122600,5.0,26.2,21.8,23.6,16.7,40367,4.8
36027,"Dutchess County, New York","295,754","147,294","148,460","22,442","33,568","34,567","46,186","23,518","19,011",41.3,"34,984","212,711","29,187",409,"11,408","119,240",71864,106319,46242,107415,71115,74775,14258,71853,85965,53235,89542,40317,182.0,268100,8.8,36.1,38.2,33.6,29.7,151225,7.6
36029,"Erie County, New York","922,578","447,050","475,528","66,438","127,038","102,033","127,621","71,623","58,765",40.2,"48,141","698,706","123,161","3,838","31,703","421,859",52214,383099,27521,43414,26172,60434,22776,58886,66920,36497,71912,30269,821.0,139800,14.8,40.0,40.6,30.2,23.6,474532,4.9
36047,"Kings County, New York","2,636,735","1,250,574","1,386,161","183,369","481,134","366,974","321,483","155,941","134,466",34.7,"513,242","941,604","801,354","4,793","317,185","1,025,815",51141,940176,41668,54830,37848,68252,37210,64920,53440,28127,56737,37307,43.0,638500,18.0,48.6,41.2,28.4,22.1,1330964,7.6
36055,"Monroe County, New York","749,600","362,344","387,256","55,033","104,074","84,391","103,505","52,059","48,591",38.7,"62,508","531,751","110,139","1,600","28,502","324,862",54077,298151,28775,57342,30387,63465,26242,56679,68588,40020,71635,33645,839.0,143100,12.7,41.9,39.8,35.3,32.0,393987,6.6
36059,"Nassau County, New York","1,361,350","660,837","700,513","88,057","154,844","164,457","204,343","97,969","92,026",41.3,"224,183","832,061","151,665","1,603","125,239","466,846",101830,436567,84080,127712,77240,107102,36960,117807,118617,65894,119068,48409,608.0,458800,21.0,51.4,50.2,43.8,33.4,719110,4.8
36061,"New York County, New York","1,644,518","778,476","866,042","118,351","374,156","240,170","208,602","96,402","90,285",36.8,"426,894","765,068","206,615","1,600","199,675","869,890",75575,751244,32329,72832,33815,110445,47458,100879,75833,39088,92144,65985,4.0,867600,33.7,75.5,64.1,53.9,45.5,968202,6.1
36063,"Niagara County, New York","212,652","102,800","109,852","13,910","25,279","24,623","30,736","16,466","15,761",43.0,"5,858","182,424","14,792","1,485","2,853","99,135",48160,84893,20888,81300,14199,53425,24122,50113,62181,35969,65718,26635,171.0,115700,10.9,27.2,29.3,18.7,18.8,106600,6.2
36065,"Oneida County, New York","232,500","115,932","116,568","15,166","29,554","25,226","33,126","16,565","15,581",41.4,"12,723","191,423","12,360",593,"9,268","103,850",48023,90396,25438,40868,23209,51310,26823,46791,59006,38121,60891,31079,152.0,117000,11.0,25.2,25.3,22.9,19.4,107288,6.4
36067,"Onondaga County, New York","468,463","226,284","242,179","32,887","61,618","52,302","65,322","33,099","30,504",38.8,"22,415","360,525","49,626","2,997","17,396","205,015",57365,182581,35464,47117,43787,62046,24114,62978,73740,39001,74418,36166,392.0,139500,10.9,40.3,43.3,35.2,27.8,239435,6.3
36069,"Ontario County, New York","109,561","54,101","55,460","7,564","11,918","11,698","16,337","8,501","7,775",43.5,"4,841","98,839","3,125",42,"1,707","49,912",57711,43692,40985,101289,31794,60240,36926,64977,78779,37683,73654,38018,363.0,156400,16.2,34.8,44.7,33.0,26.2,57490,4.3
36071,"Orange County, New York","377,647","189,292","188,355","29,225","41,369","46,817","56,591","25,092","21,025",36.7,"74,678","245,065","38,213","1,101","9,428","140,299",73031,125470,62549,118919,60366,76729,44314,75220,89822,51086,89909,39592,403.0,262500,12.5,28.7,32.7,30.7,26.6,184723,5.0
36081,"Queens County, New York","2,339,150","1,135,453","1,203,697","154,077","381,459","332,691","328,023","155,620","137,856",38.1,"656,031","594,806","400,287","4,081","587,877","849,552",60422,774752,62374,58040,52114,67493,40665,65053,68093,39349,66403,42407,171.0,487400,16.4,43.0,35.3,26.1,21.0,1230643,6.8
36083,"Rensselaer County, New York","160,266","79,290","80,976","11,729","22,435","18,051","22,832","11,004","11,724",38.8,"7,484","134,427","9,717",79,"4,362","71,867",60810,62585,41773,48229,32686,62074,29901,60805,76429,43736,80518,34148,106.0,182100,11.8,35.3,33.7,28.1,21.7,87198,5.6
36085,"Richmond County, New York","474,558","229,900","244,658","31,620","62,259","61,476","68,945","33,402","30,412",39.8,"86,737","294,203","45,160",362,"38,860","178,986",71622,167462,41543,71398,45411,81401,20125,76375,85769,47373,82709,32094,247.0,457700,19.7,39.8,40.0,29.3,24.7,220618,5.4
36087,"Rockland County, New York","326,037","159,814","166,223","21,794","37,749","36,178","43,016","21,358","17,854",36.1,"56,812","204,930","38,433",143,"19,837","104,836",85392,99875,70860,106503,54852,90608,26136,71640,110762,63140,99614,43783,144.0,430600,15.8,38.1,38.7,42.4,34.0,159602,6.6
36091,"Saratoga County, New York","226,249","112,378","113,871","13,099","26,103","29,631","36,122","18,190","13,589",42.7,"6,985","205,545","3,194",146,"6,650","102,560",75761,90999,57287,101085,108056,73831,61326,83799,87471,51146,86408,49037,693.0,241600,11.3,44.7,46.2,39.3,31.3,123953,5.1
36093,"Schenectady County, New York","154,604","76,283","78,321","10,457","20,075","18,937","21,311","12,090","9,418",39.7,"10,394","113,082","13,916",57,"6,916","68,188",61108,52514,36453,94828,41415,64780,40760,64054,75913,44631,80631,37056,72.0,167000,8.4,37.5,32.7,31.1,30.1,76829,4.8
