GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
12017,"Citrus County, Florida",40294,60541,N,N,59097,35125,39967,21701,45735,44239,37339,49705,22418
12019,"Clay County, Florida",58676,71733,56922,98004,66136,54987,59031,41308,61413,67665,46098,67618,30876
12021,"Collier County, Florida",62126,134906,40746,N,75094,42408,70645,27966,52033,68905,64547,71195,41379
12023,"Columbia County, Florida",47808,24238,41227,-,N,70662,50066,16016,52124,50349,42399,60796,26541
12031,"Duval County, Florida",49554,343467,34883,N,65974,44642,56694,31498,49900,60019,41458,61188,34187
12033,"Escambia County, Florida",46001,116814,33607,N,35853,29307,51849,33280,46743,51637,40987,59090,32370
12035,"Flagler County, Florida",48864,39281,40582,-,112643,42477,50269,35464,55585,47365,44966,55895,29273
12053,"Hernando County, Florida",43590,70713,36843,-,N,36734,44658,34135,48492,50496,37313,51305,27348
12055,"Highlands County, Florida",34242,41116,20801,-,221392,28269,39155,4580,33507,32522,35908,41606,23280
12057,"Hillsborough County, Florida",51725,503154,34671,59439,71616,41985,61968,25289,55381,61535,38637,62221,34867
12061,"Indian River County, Florida",49379,55494,36579,-,84087,48218,50280,22237,47912,59320,44848,61313,32810
12069,"Lake County, Florida",50305,126519,48134,19090,111180,48632,50332,32211,53495,59739,39754,58239,28803
12071,"Lee County, Florida",50651,263694,29807,45500,65118,40491,54029,32101,49144,56191,47455,60413,32119
12073,"Leon County, Florida",46002,109209,31612,22522,58295,24895,53772,19230,46967,61989,51847,70776,30764
12081,"Manatee County, Florida",50835,134690,37101,31471,65211,32201,53839,37211,51424,61379,41368,62371,30945
12083,"Marion County, Florida",40050,125227,29077,23906,64051,35305,41925,50115,36843,47778,38862,50674,25649
12085,"Martin County, Florida",51622,65101,31297,-,N,40416,53991,30562,52882,62025,44027,66982,31029
12086,"Miami-Dade County, Florida",43786,857712,32369,53333,61786,40853,73297,23269,50046,50497,26095,49609,25594
12087,"Monroe County, Florida",61020,31391,46488,-,-,50380,67727,57357,58681,65519,53674,80068,40653
12089,"Nassau County, Florida",52005,29674,30185,-,93325,72939,53945,40599,54214,61713,41101,57860,31513
12091,"Okaloosa County, Florida",55659,76721,42257,N,51460,51994,60187,35279,55358,61843,51490,62305,35125
12095,"Orange County, Florida",50720,457736,40041,32304,62626,40486,61261,28595,51740,60122,37441,58129,35549
12097,"Osceola County, Florida",45244,98301,38302,N,59073,39479,56988,27375,46255,55100,32699,47578,33214
12099,"Palm Beach County, Florida",56664,545780,40670,80765,71501,43872,65427,30508,59958,66196,46610,70491,35607
12101,"Pasco County, Florida",46133,192628,43031,60068,66790,50351,45554,35985,56378,52075,36318,56509,27628
12103,"Pinellas County, Florida",47618,400209,34113,46580,55067,35133,50551,28480,52068,59469,35438,63107,30942
12105,"Polk County, Florida",44061,227122,33066,46299,54912,39073,48590,31821,45491,51523,36637,50840,29833
12107,"Putnam County, Florida",31483,28165,15573,-,N,N,34507,27767,35991,29483,31941,40749,18680
12109,"St. Johns County, Florida",70379,83247,45065,N,135761,46004,72585,31179,76931,88632,48648,90871,39031
12111,"St. Lucie County, Florida",45905,108811,28694,N,67256,40096,50869,21452,53841,46887,40718,53728,29196
12113,"Santa Rosa County, Florida",59682,60861,51079,N,61660,56789,61108,24898,66174,65982,47148,65639,41322
12115,"Sarasota County, Florida",56286,177807,30427,N,52067,43699,59306,34734,61816,64646,50711,70208,36900
12117,"Seminole County, Florida",57074,162739,39046,80775,73571,40526,65362,20797,58989,73598,42177,71534,34113
12119,"Sumter County, Florida",51335,51170,21121,43420,-,26429,54300,13144,45469,63492,48881,64737,31436
12127,"Volusia County, Florida",42175,209657,26034,68550,N,33477,45294,16908,42232,49396,37939,52283,28159
13013,"Barrow County, Georgia",53156,24100,44237,-,73974,39961,56298,39624,62775,51817,37244,56865,35166
13015,"Bartow County, Georgia",50572,37016,45735,98578,-,33320,54466,28574,55768,55143,42512,55730,31311
13021,"Bibb County, Georgia",38605,59795,27486,N,81059,31491,55626,9507,38443,48576,34497,50452,23793
13031,"Bulloch County, Georgia",33477,26495,24711,-,59759,12027,40080,11052,39495,39789,51979,44525,23277
13045,"Carroll County, Georgia",43410,41251,25048,-,36461,N,46616,21357,50301,48576,32607,50446,23420
13047,"Catoosa County, Georgia",51012,24900,N,-,-,-,50989,47994,58043,55115,32586,57899,29354
13051,"Chatham County, Georgia",49252,108249,33093,N,70845,46116,59338,25706,49777,61785,37362,59347,35203
13057,"Cherokee County, Georgia",74104,82664,76881,-,56580,36335,79447,37171,76563,88019,39708,87561,44208
13059,"Clarke County, Georgia",31284,46556,22342,-,41977,32444,35710,13308,36055,37422,35857,48101,20803
13063,"Clayton County, Georgia",42120,90373,42670,-,51450,36484,47525,27547,37376,49234,43631,47188,31031
13067,"Cobb County, Georgia",70246,274468,55856,N,87465,49381,78306,32680,70132,84051,53636,82637,46171
13073,"Columbia County, Georgia",75440,46821,53576,-,101378,55689,79709,46502,69389,87874,69377,78906,56569
13077,"Coweta County, Georgia",67351,50353,41944,-,N,41579,73683,34929,71340,79593,50627,73593,38096
13089,"DeKalb County, Georgia",54057,276631,45449,35856,70676,40019,78548,21748,55850,62575,42299,63189,43760
13095,"Dougherty County, Georgia",35645,35226,29103,N,-,N,50913,9900,31422,41423,34524,41691,24467
13097,"Douglas County, Georgia",59329,48493,58453,-,N,43144,61459,31036,60387,61919,50365,63471,38773
13113,"Fayette County, Georgia",78557,39707,81975,-,75244,N,82956,19932,67025,106275,52166,97159,50300
13115,"Floyd County, Georgia",40510,34931,26960,-,N,34403,44691,12401,43520,47670,34604,51573,21978
13117,"Forsyth County, Georgia",94537,70033,85110,-,122044,54797,95886,65413,101083,109375,51946,104031,38034
13121,"Fulton County, Georgia",60291,392794,37527,37574,100214,54234,91843,20861,61243,76120,44351,81812,42482
13127,"Glynn County, Georgia",46125,34518,30828,-,-,61817,55146,15035,41350,58413,43507,52041,32480
13135,"Gwinnett County, Georgia",61732,284631,56799,N,57929,42746,75669,28199,55559,73616,50715,67159,40900
13139,"Hall County, Georgia",55009,63989,37429,-,61310,47095,59033,29284,50043,70707,46018,60909,30941
13151,"Henry County, Georgia",65342,71681,58747,-,69673,43795,71070,38991,65752,75658,47898,70257,33878
13153,"Houston County, Georgia",55044,56042,45899,N,82744,68435,61009,33659,55896,67038,38526,63595,32885
13179,"Liberty County, Georgia",36573,22282,33339,N,62885,32016,39119,26171,39249,40301,39027,38413,28582
13185,"Lowndes County, Georgia",34455,37760,23891,-,61520,30819,41572,22728,39949,39565,25965,46447,20993
13215,"Muscogee County, Georgia",41859,73961,30805,60891,59212,30373,51039,22392,47310,42993,35695,51492,25588
13217,"Newton County, Georgia",50806,35397,46206,-,N,42806,53746,32422,55434,50718,45516,57638,34818
13223,"Paulding County, Georgia",60214,50671,44249,-,N,53655,62941,25585,60229,72978,32048,69776,31430
13245,"Richmond County, Georgia",41672,71156,31109,-,42354,41435,54796,11317,43297,45525,36289,48526,26881
13247,"Rockdale County, Georgia",50761,31231,51442,-,N,30704,55843,35833,41239,65947,42768,57853,35019
13285,"Troup County, Georgia",39067,25092,21929,-,66250,48257,49016,8827,40600,44136,29102,47909,16503
13295,"Walker County, Georgia",44358,24966,21741,-,-,N,44620,34430,44353,52169,31786,48877,24820
13297,"Walton County, Georgia",57278,30369,44424,-,-,72188,62482,44710,65215,59871,50938,66431,35139
13313,"Whitfield County, Georgia",45894,34544,49454,-,58614,45240,45529,28999,45513,58471,32927,52195,26134
15001,"Hawaii County, Hawaii",60033,64201,N,N,63928,36423,60999,27746,62244,68583,45865,70367,28050
15003,"Honolulu County, Hawaii",77273,307703,68663,130584,80114,64230,80284,36388,76595,92458,68608,91111,46035
15007,"Kauai County, Hawaii",77140,21862,-,78933,75781,79625,75190,46701,81641,78466,58346,82569,44000
15009,"Maui County, Hawaii",70497,52080,N,-,70966,55031,70790,82638,69304,80765,58216,77267,41028
16001,"Ada County, Idaho",57399,163585,50111,26559,76949,46925,58639,27940,57169,74882,41800,77752,29375
16005,"Bannock County, Idaho",41530,30174,N,40098,N,31710,42253,21560,42828,44583,44663,54347,27421
16019,"Bonneville County, Idaho",53355,36702,-,-,42847,47325,55035,17395,56131,71051,39475,59618,30754
16027,"Canyon County, Idaho",42786,68220,-,68237,-,36277,45758,18816,46749,47774,38406,52206,24939
16055,"Kootenai County, Idaho",47860,58675,-,27931,44811,57317,47927,19525,54085,50071,38305,59678,28606
16083,"Twin Falls County, Idaho",45499,30177,-,80313,33728,48832,45064,21995,48955,60186,32316,56250,30458
17001,"Adams County, Illinois",46528,26743,30629,-,N,N,48028,45333,55188,52794,31994,59913,30648
17019,"Champaign County, Illinois",50252,79673,30951,N,31304,46675,55462,7913,51316,74111,54088,77086,27025
17031,"Cook County, Illinois",56851,1954712,33234,37834,71254,47256,75447,29162,63854,67775,36567,70478,38813
17037,"DeKalb County, Illinois",55471,36946,16013,-,N,45970,61426,20882,60981,76256,51538,70954,30839
17043,"DuPage County, Illinois",81559,338852,56855,56440,100673,60942,84948,35142,83976,100904,53931,101022,46389
17089,"Kane County, Illinois",70359,175512,36285,N,90903,48775,85577,43233,66803,91384,51896,85373,40165
17091,"Kankakee County, Illinois",53850,38755,26813,-,N,47649,58854,39152,61950,64906,34414,64432,31281
17093,"Kendall County, Illinois",85979,38557,51192,-,95759,83100,87685,77182,81203,102421,40063,90787,60382
17097,"Lake County, Illinois",82113,242179,42460,100451,105527,51475,92467,27839,77109,103082,57726,97699,43555
17099,"LaSalle County, Illinois",51936,44951,68007,-,-,40605,52753,25547,53255,64793,37309,64682,30496
17111,"McHenry County, Illinois",80125,111124,64762,-,88615,67009,81176,49891,80300,94737,51625,91043,50086
17113,"McLean County, Illinois",65304,66340,27092,-,92425,39849,70700,23867,68682,90545,52059,86952,32085
17115,"Macon County, Illinois",48040,44429,18980,-,N,45000,53365,16990,48166,63376,41499,63303,30527
17119,"Madison County, Illinois",52664,106573,36797,N,19426,36879,54780,29191,55856,62770,40384,65893,33804
17143,"Peoria County, Illinois",53837,75317,27271,80829,92606,31358,59256,17417,55287,66052,42397,70124,34091
17161,"Rock Island County, Illinois",50542,60000,33462,-,67222,48418,52806,30037,51741,67773,39523,62222,31689
17163,"St. Clair County, Illinois",50347,101743,30294,-,79120,39992,61977,22370,59414,64080,35504,69189,27964
17167,"Sangamon County, Illinois",57576,83023,30817,86268,75000,61484,61446,18333,56231,72050,44410,73530,37723
17179,"Tazewell County, Illinois",57020,53902,N,-,74054,N,57825,29615,66529,69612,46923,78035,36300
17183,"Vermilion County, Illinois",45098,30927,27169,21117,52172,35261,48055,15350,42311,55472,42316,55361,31085
17197,"Will County, Illinois",75992,224646,48445,N,114282,56745,83201,46003,81103,90199,46555,90239,41859
17199,"Williamson County, Illinois",48736,25680,110332,73229,221481,176029,48409,12240,55147,57373,36952,60849,24089
17201,"Winnebago County, Illinois",49578,113695,32026,N,76804,40824,52864,27667,51378,61791,36915,62212,29588
18003,"Allen County, Indiana",49754,142476,30734,40708,37486,39329,54120,27552,53291,57695,39549,61227,30395
18005,"Bartholomew County, Indiana",54447,31131,52161,-,N,N,53043,21414,65614,68036,37978,67481,35261
18019,"Clark County, Indiana",51828,44263,36734,N,-,N,53045,32024,70255,51323,42450,66917,34553
18035,"Delaware County, Indiana",40606,45278,27018,-,N,N,41279,16952,51266,52634,35765,55251,24168
18039,"Elkhart County, Indiana",49556,68498,25605,50468,69402,28847,53179,25857,52612,60356,36531,58019,30468
18043,"Floyd County, Indiana",58096,29246,12629,-,88401,48966,61639,20987,62148,73479,40932,73014,29035
18053,"Grant County, Indiana",38645,25137,23547,-,-,24946,41357,24865,42080,46264,32675,51231,24062
18057,"Hamilton County, Indiana",90613,113267,67681,-,152283,66216,90241,35378,97544,103063,52657,109790,47985
18059,"Hancock County, Indiana",69968,27593,92229,-,-,-,68514,68189,70681,78949,55806,82521,37043
18063,"Hendricks County, Indiana",73050,56088,45509,-,77344,58692,75640,35304,76937,85581,37496,86598,35343
18067,"Howard County, Indiana",46793,34714,20053,-,85689,N,49069,13479,48953,65224,37183,60855,29751
18081,"Johnson County, Indiana",68744,54458,75166,-,102303,N,68400,37234,72357,83506,44661,79849,39141
18085,"Kosciusko County, Indiana",52888,29867,48920,-,N,63490,52277,49889,60618,62902,36866,59307,37641
18089,"Lake County, Indiana",50582,186564,33651,81607,78069,49894,58796,21849,50995,63710,40088,61500,31400
18091,"LaPorte County, Indiana",45838,43169,24257,-,-,44771,49729,29515,41613,57474,39077,57320,28163
18095,"Madison County, Indiana",45257,51421,29863,-,-,65543,46734,27771,46678,49779,41138,54822,27779
18097,"Marion County, Indiana",41226,365296,30826,54205,48650,31258,49820,25773,41816,48029,33933,55378,30490
18105,"Monroe County, Indiana",45062,54598,27778,-,"2,500-",36602,48426,13491,48916,66083,46758,71942,25322
18109,"Morgan County, Indiana",58755,25033,-,-,-,103161,58585,45452,68322,64482,48184,66427,40396
18127,"Porter County, Indiana",63807,62424,43837,-,N,61754,64865,30628,70227,80256,43633,76073,37344
18141,"St. Joseph County, Indiana",46552,98835,30717,37426,N,37513,51015,31393,48688,57201,35677,60067,30315
18157,"Tippecanoe County, Indiana",50224,69857,20741,N,26429,42444,53749,18899,55965,66285,46006,67004,31621
18163,"Vanderburgh County, Indiana",42564,73991,22917,-,N,34542,45681,21391,47446,52479,31598,58645,26131
18167,"Vigo County, Indiana",38632,41981,25500,-,N,N,39544,17863,42059,47500,36274,53381,21985
18177,"Wayne County, Indiana",42160,24238,N,-,"250,000+",-,42682,31406,41145,51910,33700,50228,23842
19013,"Black Hawk County, Iowa",50169,52253,26320,-,35043,35802,52643,26931,54289,63178,42571,63025,31950
19049,"Dallas County, Iowa",78634,29188,-,-,101214,51659,79430,45949,82398,103264,46812,101998,41584
19061,"Dubuque County, Iowa",58487,37784,11333,-,N,N,60883,19714,69391,66950,41953,71284,30673
19103,"Johnson County, Iowa",55913,55711,25826,N,45872,N,61613,13851,58676,83908,55605,82576,30158
