GEO_ID,NAME,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!American Indian and Alaska Native,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households
05069,"Jefferson County, Arkansas",32433,28494,26499,-,55266,13763,50240,12309,30720,39487,30337,46795,20896
05085,"Lonoke County, Arkansas",54545,26688,28491,-,-,61097,55270,35921,60752,61408,39164,60659,27297
05119,"Pulaski County, Arkansas",44860,152045,32278,99770,64563,41257,56667,22735,42442,53651,43122,60634,29777
05125,"Saline County, Arkansas",53926,41587,50072,N,-,55734,55698,40398,61215,61009,41073,57428,35234
05131,"Sebastian County, Arkansas",38418,48779,16686,42718,44466,30696,40852,16748,41356,49058,31905,49246,23861
05143,"Washington County, Arkansas",45034,81600,25122,28280,N,35688,50468,25215,51451,58283,28474,59426,26577
05145,"White County, Arkansas",39340,29146,N,-,-,22030,42519,14563,58210,44769,26860,52307,16555
06001,"Alameda County, California",77214,563601,41911,47557,98736,57197,92542,31498,85270,90345,50033,93540,49036
06007,"Butte County, California",42365,85366,N,43291,24366,32041,45774,23500,50083,56282,38334,60645,23206
06013,"Contra Costa County, California",80361,387936,52229,39090,101503,60490,92480,36253,86354,93252,59860,95357,48654
06017,"El Dorado County, California",71113,65804,N,61473,177577,52937,71780,32974,73581,85642,49975,82446,37508
06019,"Fresno County, California",43423,297993,26833,33220,53124,35370,59808,20777,41783,54624,37086,48440,28049
06023,"Humboldt County, California",40598,53195,48168,24257,N,36317,43141,16593,40507,43978,42566,52878,24014
06025,"Imperial County, California",39290,43635,19500,47639,172364,37361,49695,6836,49916,49915,23950,48164,14444
06029,"Kern County, California",47644,261135,31198,47000,71872,40285,60552,31429,50598,55568,36209,51332,30925
06031,"Kings County, California",42784,41596,29594,30500,41713,36317,58719,26470,39288,50595,38911,48683,31722
06033,"Lake County, California",34529,27636,N,"2,500-",-,32147,35912,28750,34622,32214,35953,44821,21315
06037,"Los Angeles County, California",55746,3269112,39774,45725,65694,45045,74048,28004,57384,65079,41279,62295,40329
06039,"Madera County, California",42433,42895,N,51053,N,37297,58309,9886,37896,52925,41847,49707,22235
06041,"Marin County, California",95749,103509,198070,111149,86895,48332,102931,37181,110369,110620,68628,127470,58195
06045,"Mendocino County, California",42660,33464,31613,33472,41422,34388,43725,30370,35196,47284,44619,57721,25503
06047,"Merced County, California",44084,79255,27239,36289,40321,38103,55974,24339,42488,56811,34363,47011,24606
06053,"Monterey County, California",57864,123920,59647,60278,65253,46260,71538,39518,51908,70891,54108,61181,43334
06055,"Napa County, California",74123,50516,100628,62975,100019,54741,84027,30979,87644,84667,58662,88187,43675
06057,"Nevada County, California",56917,40186,-,38702,71352,47325,60371,40980,64268,63806,50322,67471,35111
06059,"Orange County, California",76306,1018862,63990,53173,77605,55869,88778,34650,79522,90915,54426,85313,50434
06061,"Placer County, California",75390,136239,50978,51830,108113,54566,77094,29961,83174,91885,52385,91583,40728
06065,"Riverside County, California",57006,700584,51646,45351,78625,48797,63154,27995,60030,68506,41106,64563,32188
06067,"Sacramento County, California",55842,523353,41204,49477,61128,47182,61783,26439,56142,69101,45799,66205,36766
06071,"San Bernardino County, California",52041,617066,40370,38435,70545,48780,57448,28385,52453,61954,38942,58049,31433
06073,"San Diego County, California",66192,1100858,52034,49256,82170,47802,75368,34200,69361,80511,48504,76876,45166
06075,"San Francisco County, California",85070,353406,29503,N,71719,67233,104364,51938,112498,82176,44457,100850,68748
06077,"San Joaquin County, California",51659,221874,25697,46981,61734,42584,62487,25397,52287,60640,38148,59220,30409
06079,"San Luis Obispo County, California",63474,102645,71472,67022,50673,50456,67117,15322,65615,79779,51292,80687,34443
06081,"San Mateo County, California",101051,257473,52257,115050,112973,66739,111660,66667,111282,114960,60656,117149,61819
06083,"Santa Barbara County, California",63833,142912,80163,67640,59261,49345,71842,26341,66621,77297,50173,71652,42659
06085,"Santa Clara County, California",97532,622068,67115,74653,120282,64885,105587,44919,110900,113221,53425,109884,62055
06087,"Santa Cruz County, California",65368,96127,45739,N,37473,46890,78300,22630,65691,81855,51380,80788,39777
06089,"Shasta County, California",43706,68542,N,37840,46667,47996,44456,31578,41308,52810,40627,59900,23095
06095,"Solano County, California",67999,145313,51960,51891,84023,57007,75457,30615,70881,81815,51913,77896,41638
06097,"Sonoma County, California",67771,190875,49704,61359,64238,53151,73530,40925,67594,83478,54320,81305,41960
06099,"Stanislaus County, California",51084,169038,32398,24438,52066,42588,58590,23325,52226,59926,41335,55772,31895
06101,"Sutter County, California",54433,31634,54600,-,47558,45303,61895,16462,60188,57063,46472,61221,32351
06107,"Tulare County, California",42611,132742,20053,N,69535,33731,58414,25959,39862,51427,38816,45844,26076
06111,"Ventura County, California",75449,269869,72367,50566,102409,59268,82036,50783,76290,89240,53139,83019,46882
06113,"Yolo County, California",53765,72228,42553,N,41036,51330,62224,14302,60670,75879,42011,72428,30450
06115,"Yuba County, California",42143,25732,45290,13533,36142,38722,45062,35144,44003,55480,25932,44616,21030
08001,"Adams County, Colorado",59659,159422,52000,48802,50128,47485,65769,34523,64022,63927,45315,65913,38479
08005,"Arapahoe County, Colorado",65327,232763,48084,54426,67282,47950,73210,36579,66125,79776,53133,79453,42433
08013,"Boulder County, Colorado",71540,123690,45214,N,57442,42478,77901,23868,73154,96860,60057,95184,45657
08031,"Denver County, Colorado",54941,281928,31293,59087,49151,40972,68806,31040,62821,60258,39017,71439,43119
08035,"Douglas County, Colorado",103226,108135,132724,91719,111875,91945,104068,51737,108821,121370,60294,116703,60694
08041,"El Paso County, Colorado",59446,245158,49943,73722,52042,43738,63283,30855,58377,76796,46912,71358,34629
08059,"Jefferson County, Colorado",70714,224502,32069,74895,67844,50893,73193,30065,75695,81997,49112,88594,42604
08069,"Larimer County, Colorado",56575,125165,N,43561,63543,42796,58634,24963,61221,73082,42247,74415,34560
08077,"Mesa County, Colorado",50174,59703,-,14644,24017,37256,51298,23570,57604,54814,35413,64235,31764
08101,"Pueblo County, Colorado",41047,63385,35833,33851,N,35649,47150,29388,46393,52285,33119,48988,27118
08123,"Weld County, Colorado",62083,96803,43550,50977,90310,49211,68920,34904,68365,71602,44771,73421,37193
09001,"Fairfield County, Connecticut",85925,338421,50323,N,112240,49351,102941,37384,93044,104575,53372,104987,44665
09003,"Hartford County, Connecticut",65894,346525,46714,25058,85441,32194,76986,27570,67983,85438,41646,83605,38335
09005,"Litchfield County, Connecticut",73756,73572,67568,-,74015,48805,75144,42434,85702,81594,49636,88938,43344
09007,"Middlesex County, Connecticut",75876,67106,42723,-,101929,107862,77869,29296,78031,96166,51209,101526,43733
09009,"New Haven County, Connecticut",60391,326050,36271,127583,80409,34984,70093,25944,64996,76877,39820,81542,34126
09011,"New London County, Connecticut",66148,105504,46737,N,70921,27411,70709,40844,67815,78260,51729,82337,41574
09013,"Tolland County, Connecticut",78786,53984,38297,-,85673,72321,79693,33548,83347,90693,58182,94838,48244
09015,"Windham County, Connecticut",59195,44655,N,-,N,38839,61658,18766,69690,68650,41063,70709,31843
10001,"Kent County, Delaware",55227,61270,46580,14896,52183,51378,58463,30206,56503,65767,42761,62982,36524
10003,"New Castle County, Delaware",64801,202204,47310,64337,90529,50202,71157,17972,69024,77897,44433,80729,37861
10005,"Sussex County, Delaware",55011,86269,34786,N,110219,50768,58680,31716,55265,61177,48120,63869,35392
11001,"District of Columbia, District of Columbia",71648,277378,40739,N,84466,63065,117134,31854,84872,71558,47906,84094,61126
12001,"Alachua County, Florida",45228,97215,28779,N,39821,34631,51169,12744,49199,64920,40813,65641,25818
12005,"Bay County, Florida",44775,66024,33511,N,N,44366,47600,24658,49985,50422,37837,54943,27467
12009,"Brevard County, Florida",47907,225226,31579,61707,68330,40904,50505,28466,48008,58165,41247,59835,30759
12011,"Broward County, Florida",51608,665192,42249,31097,57718,54235,57086,30995,58073,60815,35217,62108,32296
12015,"Charlotte County, Florida",43039,75234,40299,-,N,27327,43637,30133,48108,47544,39421,52877,24365
12017,"Citrus County, Florida",35671,60315,31208,25300,N,33841,36076,40186,34358,40872,33951,43599,22183
12019,"Clay County, Florida",58153,70307,52652,N,64633,40947,62417,41214,56941,66584,48192,66676,35028
12021,"Collier County, Florida",58026,133162,32450,46987,44060,38348,67295,26517,52891,69564,57191,66233,41405
12023,"Columbia County, Florida",38520,23825,25038,-,-,N,39929,17139,33924,52601,33242,51849,22111
12031,"Duval County, Florida",45779,340985,32607,115060,66140,33883,53376,17788,47968,55340,36159,56747,31759
12033,"Escambia County, Florida",46655,115094,29901,N,44989,31229,52309,26435,46589,54884,40248,56941,31281
12035,"Flagler County, Florida",51622,36798,38097,-,N,37400,52786,29552,60587,57393,44801,55852,27035
12053,"Hernando County, Florida",40255,70558,26697,-,46488,43862,40497,43299,52510,44789,35332,48292,26337
12055,"Highlands County, Florida",36120,39288,27362,-,N,29018,37747,32661,36353,36263,36280,40876,21696
12057,"Hillsborough County, Florida",50796,489603,35245,62593,77238,40200,59419,26851,53895,61459,37204,60699,35429
12061,"Indian River County, Florida",46238,55618,34658,N,105197,28619,48989,12045,42758,53705,41981,59994,26566
12069,"Lake County, Florida",47191,117696,41618,N,79599,32245,50148,34087,55083,55297,40881,57088,27437
12071,"Lee County, Florida",49055,263295,36288,54700,50642,40221,51629,30472,50487,54247,44442,56123,31741
12073,"Leon County, Florida",44824,112145,32532,N,48693,44970,55578,21921,44184,70976,47919,70372,29176
12081,"Manatee County, Florida",52031,137695,35977,-,N,37069,56449,40432,55457,62308,42737,62298,29198
12083,"Marion County, Florida",39958,132275,36048,-,57671,35311,42391,36029,42583,46984,36542,49882,28372
12085,"Martin County, Florida",55866,62518,42717,-,N,38511,58898,45218,65533,71414,45429,70407,33351
12086,"Miami-Dade County, Florida",42926,843887,32170,N,70460,41017,70581,26384,47848,49705,27242,50187,26083
12087,"Monroe County, Florida",59388,28065,15283,-,N,49774,61935,49912,58527,68500,48415,66600,40894
12089,"Nassau County, Florida",52249,28336,32140,-,-,N,53931,42373,50582,66939,43939,65459,30849
12091,"Okaloosa County, Florida",57640,73277,35484,56641,41275,41494,61074,36527,58297,63688,53256,69309,39386
12095,"Orange County, Florida",47055,444543,34717,53431,43954,40493,56259,24143,48671,52330,37683,54332,32341
12097,"Osceola County, Florida",42899,89328,42043,-,48613,36547,51291,30018,42185,50951,33271,47475,29702
12099,"Palm Beach County, Florida",52203,538246,35733,40487,69936,42020,60332,28971,54786,65402,41238,65816,34036
12101,"Pasco County, Florida",45349,186999,44677,23179,70423,43563,45100,40903,56927,51234,33830,53087,28148
12103,"Pinellas County, Florida",45152,402575,30588,54503,51540,35644,47329,26853,50578,52449,34551,61031,30595
12105,"Polk County, Florida",42780,218286,32581,14447,51190,37668,47208,30340,46502,50807,35185,50891,25762
12107,"Putnam County, Florida",30765,26580,16068,-,68065,31701,34498,9333,31604,34156,29331,36700,20498
12109,"St. Johns County, Florida",65976,81309,38136,91172,65513,44735,67419,42616,65648,82917,56582,85332,37846
12111,"St. Lucie County, Florida",42359,108771,32885,38694,73140,34145,47988,25465,41993,49807,36997,51638,28355
12113,"Santa Rosa County, Florida",60317,56085,53763,-,48824,N,62140,43534,55546,77672,48472,65336,39604
12115,"Sarasota County, Florida",52109,175881,34582,N,60366,43967,53415,33068,56041,61116,47108,64535,33854
12117,"Seminole County, Florida",56322,148732,43577,-,63060,44810,60607,30196,55123,72605,39341,72710,33886
12119,"Sumter County, Florida",50942,50209,53998,N,-,N,50447,17543,41868,59450,48678,58148,32376
12127,"Volusia County, Florida",40818,200729,26472,28995,34909,32667,43684,18748,40489,47626,37724,52607,25829
13013,"Barrow County, Georgia",47834,22508,32145,-,66950,37131,50462,47273,52329,50518,32828,51940,27040
13015,"Bartow County, Georgia",53675,37742,55830,-,63438,38081,55955,34805,57696,57209,37592,56900,38614
13021,"Bibb County, Georgia",35397,56135,23729,-,61843,29099,53971,8927,33290,45307,31937,45381,26071
13031,"Bulloch County, Georgia",32841,25844,23902,-,N,19221,40452,12066,36906,51359,31374,48449,20338
13045,"Carroll County, Georgia",40744,38875,38599,-,29316,N,41856,26436,48664,52673,30340,53062,24673
13047,"Catoosa County, Georgia",52412,23476,N,-,56385,60029,52719,45702,57599,62271,33879,60928,22549
13051,"Chatham County, Georgia",50718,106188,36836,N,68878,51564,61736,22516,50582,63631,40364,61355,36374
13057,"Cherokee County, Georgia",69711,81991,75463,-,66472,60259,70511,35098,73076,81848,50277,80434,43282
13059,"Clarke County, Georgia",29996,44016,22673,-,22453,27213,38440,8810,34231,40719,40357,51617,20666
13063,"Clayton County, Georgia",43287,88538,43965,-,45085,41063,41186,26228,42085,47485,35652,47273,33507
13067,"Cobb County, Georgia",67043,271686,48250,-,91951,45547,79802,33278,63169,84820,51336,80134,42856
13073,"Columbia County, Georgia",66925,45371,52190,-,93026,63959,71727,18948,65680,80542,49385,75848,35729
13077,"Coweta County, Georgia",59506,49546,39432,-,45204,37778,63108,33150,53331,69270,52106,67833,38144
13089,"DeKalb County, Georgia",50542,266307,40882,41970,61521,35651,80745,22492,51609,57991,41998,59029,41027
13095,"Dougherty County, Georgia",31755,35539,26842,-,-,N,55214,11572,30784,45414,26343,39120,18908
13097,"Douglas County, Georgia",54826,47687,52940,-,N,61767,54109,28838,55655,62188,34803,61850,35392
13113,"Fayette County, Georgia",77016,38945,71429,-,80691,66531,80790,35027,76850,90065,58854,87424,40703
13115,"Floyd County, Georgia",41752,36177,29055,-,-,N,45500,17491,40203,56274,36414,50349,24575
13117,"Forsyth County, Georgia",85639,66429,61226,80342,118442,48733,86253,32304,89979,100509,45571,95264,40956
13121,"Fulton County, Georgia",55807,381990,35483,13646,94738,41918,87514,22092,60380,71511,34513,77040,40511
13127,"Glynn County, Georgia",47333,32361,26021,-,45941,N,60674,28420,42044,58453,52394,58967,28626
13135,"Gwinnett County, Georgia",59492,278652,52262,58750,51939,35373,76282,33165,51852,69568,48757,68217,38113
13139,"Hall County, Georgia",52519,63383,27799,-,80506,40235,60249,45348,55663,56254,47573,59860,32508
13151,"Henry County, Georgia",58242,68524,56444,-,75098,37405,60002,24835,52873,75074,42850,65097,46121
13153,"Houston County, Georgia",51054,53519,39120,-,61513,N,56349,50037,47682,60749,45242,56126,35252
13179,"Liberty County, Georgia",41812,22096,42250,35735,62596,37386,42027,34462,41991,54483,24643,45200,28477
13185,"Lowndes County, Georgia",38733,38547,25910,-,N,28849,44361,27372,42628,48368,32004,47427,26080
13215,"Muscogee County, Georgia",42176,74339,34449,58845,52461,39921,52749,23795,48934,42909,38733,51143,30559
13217,"Newton County, Georgia",46790,35923,41820,-,-,N,53399,43143,48477,56722,36550,53979,27683
13223,"Paulding County, Georgia",62453,50248,49542,N,78208,64558,65806,58092,63471,70129,44725,70998,34786
13245,"Richmond County, Georgia",35793,71031,29425,-,37261,60325,44579,23169,34888,43338,30860,44190,26114
13247,"Rockdale County, Georgia",46524,29707,45719,-,30644,32345,51868,15363,42653,56004,45794,55158,28243
13285,"Troup County, Georgia",40486,23942,30081,-,58821,26672,46241,31413,42729,48614,27315,47747,21761
13295,"Walker County, Georgia",38493,25458,43037,-,-,N,38702,32022,37443,44384,27976,44184,18373
13297,"Walton County, Georgia",50895,30355,31243,-,-,30856,54218,40125,52181,61001,34721,55188,30428
13313,"Whitfield County, Georgia",42069,36388,20483,-,53898,34025,45880,30383,41453,55196,32999,51100,23139
15001,"Hawaii County, Hawaii",52788,65178,N,48933,57624,40521,54273,15543,54313,57362,45982,61401,24339
15003,"Honolulu County, Hawaii",74634,309002,68452,N,77353,63815,79299,42460,75387,88829,63491,83963,46556
15007,"Kauai County, Hawaii",64847,22234,65662,N,63278,80348,70021,88177,64105,75622,45158,76795,27436
15009,"Maui County, Hawaii",67013,54303,37873,-,74799,56859,63088,67545,61239,72661,61960,71789,44904
16001,"Ada County, Idaho",57716,159896,32134,68277,65502,48309,59070,24942,61421,72668,43376,69856,32151
16005,"Bannock County, Idaho",44018,30240,-,60603,-,36263,45341,26492,48864,61175,33260,55026,22799
16019,"Bonneville County, Idaho",49626,36420,10750,-,56272,29632,52629,19076,47783,75050,37223,58511,26476
16027,"Canyon County, Idaho",43250,66791,-,30512,60377,37833,44608,21693,45632,47623,38712,50221,22292
16055,"Kootenai County, Idaho",48776,56177,-,58609,29301,60920,48628,29425,54142,54080,36911,57379,30855
16083,"Twin Falls County, Idaho",43624,29482,-,N,-,41299,45355,21913,42523,64930,30598,55467,20217
17001,"Adams County, Illinois",45606,27657,45200,-,-,-,46075,23216,46576,58168,32825,59870,30184
17019,"Champaign County, Illinois",46776,81347,28767,60423,20199,16850,55531,7281,49908,64086,44181,67197,29138
17031,"Cook County, Illinois",55069,1938055,33705,38411,70954,45365,71496,30941,60524,64602,37606,66979,38494
17037,"DeKalb County, Illinois",56450,36965,28401,-,49777,53587,57411,17637,63514,68839,50819,73488,30757
17043,"DuPage County, Illinois",80015,338548,49633,58081,90017,57062,84326,41630,82222,96175,51261,97061,45882
17089,"Kane County, Illinois",72541,172350,52774,N,101126,49630,82085,26329,77030,85650,44992,83504,39960
17091,"Kankakee County, Illinois",58378,40732,31119,-,56680,51684,64653,22393,61060,74081,42124,71996,35179
17093,"Kendall County, Illinois",90072,39923,69359,-,N,72146,95136,32266,92243,98347,49955,96552,35251
17097,"Lake County, Illinois",77772,240673,36578,34611,104432,52070,90171,30561,74271,97468,52926,95227,45019
17099,"LaSalle County, Illinois",50432,42956,N,6858,N,49089,51258,27500,51455,65812,38676,63534,27265
17111,"McHenry County, Illinois",76628,109417,63299,-,123932,60751,80081,51550,82196,89428,46458,90213,41941
17113,"McLean County, Illinois",58061,66361,20540,N,71820,34352,61480,21187,62721,75003,45695,77131,36722
17115,"Macon County, Illinois",47574,44063,22103,-,72378,70566,52992,29486,59622,60074,37491,64961,27001
17119,"Madison County, Illinois",54438,106253,34209,-,N,N,58501,25932,60842,69621,36771,71790,31113
17143,"Peoria County, Illinois",52352,74982,29048,46695,71277,57695,56164,26893,54842,63001,41124,66731,33458
17161,"Rock Island County, Illinois",47751,59384,31800,-,49516,46919,49746,30260,54437,61645,32442,63090,27422
17163,"St. Clair County, Illinois",50428,99917,26913,-,64266,26167,64510,21976,53197,62266,38931,64938,29692
17167,"Sangamon County, Illinois",55103,83286,29353,N,31913,31701,61157,32891,55656,67668,46400,73285,35322
17179,"Tazewell County, Illinois",60801,53763,-,-,158472,N,60967,26217,66841,73877,46783,72837,32951
17183,"Vermilion County, Illinois",41690,31338,21756,-,-,36114,47780,10179,50069,48532,38370,53058,28552
17197,"Will County, Illinois",74828,224012,52694,36888,112094,55222,80840,35647,79917,90867,46851,87167,42021
17199,"Williamson County, Illinois",49153,27211,N,-,126627,49688,48731,18585,61681,57867,33232,63648,22615
17201,"Winnebago County, Illinois",47121,114034,22190,50356,52333,41322,51457,20789,50509,60238,33153,57847,30168
18003,"Allen County, Indiana",48521,138980,23819,21296,48483,30278,53796,25273,52467,57898,37147,60651,28161
18005,"Bartholomew County, Indiana",53002,31827,43462,-,82862,21912,53085,31903,63766,56071,39129,62955,30995
18019,"Clark County, Indiana",52674,42686,37513,-,-,67248,52898,45944,62790,56730,38002,64257,28515
18035,"Delaware County, Indiana",39323,45207,20587,-,N,46250,41498,16150,41088,48696,39118,51190,26515
18039,"Elkhart County, Indiana",49937,70636,25410,-,N,43470,51993,38243,55370,55383,36766,56423,30163
18043,"Floyd County, Indiana",52819,29679,30550,-,90144,"250,000+",54033,22959,46987,68036,38474,66817,28381
18053,"Grant County, Indiana",39851,25600,30435,-,-,N,40887,34041,42036,50761,30319,47394,23855
18057,"Hamilton County, Indiana",88155,110844,62160,-,92251,58231,89271,53017,91145,103955,53693,100800,50653
18059,"Hancock County, Indiana",67485,26700,N,-,-,N,67976,17453,69656,86720,48024,77049,32427
18063,"Hendricks County, Indiana",66989,56010,55397,15298,72708,84353,68237,51719,83276,76636,43164,82441,37346
18067,"Howard County, Indiana",47159,34026,N,145193,N,N,49107,33197,51771,58032,39221,60628,26245
18081,"Johnson County, Indiana",55201,53015,50930,-,69956,N,55641,26827,57129,63735,45330,63836,34851
18085,"Kosciusko County, Indiana",53825,29741,-,-,81192,52122,53491,31471,53776,65859,44538,58322,35035
18089,"Lake County, Indiana",50852,182108,31301,90608,81174,48539,60018,21736,52244,60425,39096,60301,31446
18091,"LaPorte County, Indiana",45744,42068,27251,-,50422,35750,49268,28329,47204,58015,37243,55486,30918
18095,"Madison County, Indiana",45134,52650,35139,N,21908,50443,47686,27213,55510,54484,36959,56772,24509
18097,"Marion County, Indiana",42557,360783,30761,35956,41781,27722,50566,20359,43685,50387,36387,52332,30643
18105,"Monroe County, Indiana",43657,54003,25729,-,15137,30300,47110,11409,43107,60289,50340,60434,29736
18109,"Morgan County, Indiana",52891,25255,-,-,-,N,53299,31936,62201,65287,42355,63247,33614
18127,"Porter County, Indiana",60903,61797,36445,N,N,62740,62640,10498,62746,73975,44198,72482,32636
18141,"St. Joseph County, Indiana",46254,101296,20669,23863,56971,39825,52694,28481,49546,57191,34160,59668,25596
18157,"Tippecanoe County, Indiana",45771,65834,18927,-,21686,35819,50417,15086,47534,60109,46052,61112,25673
18163,"Vanderburgh County, Indiana",42044,73663,23354,-,101375,53161,44828,25028,45873,50975,33988,59227,26871
18167,"Vigo County, Indiana",41385,41395,N,-,61493,45402,41410,26405,42742,55016,31076,49997,26074
18177,"Wayne County, Indiana",41204,26937,24661,-,-,N,42066,22562,41599,44701,37293,53569,23312
19013,"Black Hawk County, Iowa",51685,53204,30076,9375,81223,31750,54275,37679,61255,59573,36022,65535,33572
19049,"Dallas County, Iowa",77412,27718,N,-,79843,N,77476,22595,90420,111375,44713,99961,41147
19061,"Dubuque County, Iowa",56129,38824,19817,-,94784,35489,58492,30374,61593,65958,41353,64376,31630
19103,"Johnson County, Iowa",60254,55574,33677,N,38560,60325,64886,14529,62357,79818,59390,84137,26932
