"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US42091","Montgomery County, Pennsylvania","3022","75448","1472","308233","85.5","0.6","77336","1873","0.4","7.8","58713","2917","N","N","57585","10692","5.4","0.3","8258","79834","N","N","-","**","70678","18040","N","N","N","N","56250","20917","0.4","3.2","52130","10635","82.9","0.6","78322","2145","2.3","0.4","9187","33249","0.7","32.5","81644","2617","0.6","41.4","93169","3491","23.8","0.6","2353","42318","214358","3599","94289","2760","1.4","44.6","99673","3858","55.4","1.4","3431","88634","81.4","1.4","104177","2085","1.1","13.3","49990","3645","5.3","0.9","56644","19992","93875","3879","1988","40967","57.3","2.0","35013","2455","50.1","2.4","2102","32011","1.2","7.2","74046","12163","42.7","2.0","3365","50108","33.9","2.1","43384","3102","1.4","8.8","81311","4479","27.0","(X)","(X)","(X)","27.4","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"0500000US42095","Northampton County, Pennsylvania","1919","56729","2181","111706","90.1","1.1","58572","2734","0.7","4.1","38081","24222","N","N","30091","19270","2.0","0.4","26429","61652","N","N","-","**","38194","24265","0.7","2.2","N","N","39220","13986","0.8","7.5","42798","11517","85.8","1.1","59024","2624","3.4","0.8","13668","32378","1.5","31.1","66412","4936","1.6","40.9","68068","4783","24.6","0.9","1826","34737","76298","2505","69383","3535","1.9","43.0","66906","6712","57.0","1.9","3123","70619","77.4","2.3","80760","3676","1.8","16.0","35599","4000","6.6","1.4","50837","5780","35408","2166","2683","31050","55.1","3.0","26329","2068","46.4","3.2","2175","22287","2.1","8.7","56739","14705","44.9","3.0","4600","37444","33.5","3.4","32856","4968","2.6","11.4","67992","19819","24.0","(X)","(X)","(X)","23.6","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"0500000US42097","Northumberland County, Pennsylvania","1656","35394","2316","38424","98.5","1.2","35579","2421","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","-","**","N","N","18630","15242","97.9","1.4","35796","2439","3.3","1.1","5770","24447","1.9","28.0","42456","8643","1.6","41.6","44384","6050","27.0","1.8","4070","26096","25733","1397","48065","4712","3.1","33.4","36732","8787","66.6","3.1","3083","50798","76.2","3.8","55425","4444","3.2","16.6","25503","5053","7.2","2.3","37877","10049","12691","1237","1607","21325","53.2","5.7","20187","2861","46.8","5.5","2842","17550","3.0","6.4","31627","7233","46.8","5.7","6674","25084","32.1","5.0","22281","6883","6.0","14.7","41226","22118","29.8","(X)","(X)","(X)","26.4","(X)","(X)","(X)","36.1","(X)","(X)","(X)",
"0500000US42101","Philadelphia County, Pennsylvania","6623","34400","1159","575413","46.2","0.7","44024","1906","0.7","42.8","27216","1451","N","N","33269","5556","5.2","0.4","5369","36829","N","N","-","**","24117","3630","0.4","3.8","0.3","1.6","26832","4626","0.4","8.9","23566","2222","42.4","0.6","45827","1634","5.6","0.5","1550","15657","0.8","36.5","40415","1827","0.7","36.6","40213","1698","21.4","0.5","1056","23808","309009","7218","43147","1901","1.2","42.8","35491","2283","57.2","1.2","2040","49599","50.5","1.4","63148","2521","1.4","39.5","24971","1756","10.1","0.9","37992","4756","266404","7272","1184","23602","55.8","1.6","20332","1347","48.4","1.7","1094","17433","0.8","7.5","51501","6824","44.2","1.6","2082","28039","37.2","1.6","25898","1965","0.8","6.9","51244","6749","37.6","(X)","(X)","(X)","41.9","(X)","(X)","(X)","31.4","(X)","(X)","(X)",
"0500000US42107","Schuylkill County, Pennsylvania","1692","40265","2889","60449","97.3","1.2","41073","3150","N","N","27606","17832","N","N","-","**","N","N","22929","26632","N","N","-","**","51276","5900","N","N","N","N","22564","12800","N","N","31278","26443","96.7","1.2","41146","3161","2.9","1.1","19958","27333","1.6","28.0","53849","4883","1.2","40.8","48889","6109","28.4","1.0","2994","26330","41140","1652","49664","3290","2.7","38.3","48605","5817","61.7","2.7","4183","50574","72.4","2.9","59464","2938","2.6","18.4","28059","2752","9.3","2.0","36966","7839","19309","1727","1758","21190","54.6","3.8","17535","2655","49.0","3.6","2375","15372","2.2","5.6","56941","15704","45.4","3.8","3534","27781","35.5","4.0","24035","4605","2.9","9.9","51532","11995","27.1","(X)","(X)","(X)","26.7","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"0500000US42111","Somerset County, Pennsylvania","1131","39978","2664","29592","98.0","1.4","40373","2380","N","N","63328","47310","N","N","-","**","N","N","**","-","N","N","-","**","-","**","N","N","N","N","16040","8324","N","N","65707","32640","97.6","1.6","40271","2507","1.5","0.9","17239","30154","2.5","25.2","44244","3438","2.6","42.8","51325","3989","30.5","1.8","3045","24997","19365","1184","48628","3991","N","N","45722","5913","N","N","3870","50113","N","N","52174","2602","N","N","23358","2437","N","N","30830","7622","10227","981","2931","20736","58.5","5.1","16865","2148","53.4","5.7","1716","15711","2.6","5.1","50872","19835","41.5","5.1","4969","28141","34.6","4.9","23825","6339","4.3","6.9","57184","36279","27.2","(X)","(X)","(X)","26.6","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"0500000US42125","Washington County, Pennsylvania","1676","47615","3213","83804","95.3","0.8","49141","3681","N","N","29671","11216","N","N","-","**","N","N","N","N","N","N","-","**","-","**","N","N","N","N","35114","27151","N","N","46145","38219","94.9","0.8","49047","3735","2.3","0.7","19737","15625","1.3","26.8","65952","3980","1.5","42.5","54999","4201","28.4","1.3","2258","33473","54747","2122","62397","3865","2.1","38.2","68215","6429","61.8","2.1","3246","59454","79.2","2.7","72498","3546","2.4","16.2","29397","5115","4.6","1.3","45631","9188","29057","1918","2677","24791","57.4","3.2","22585","2917","49.8","3.0","2870","20612","2.1","7.5","46244","10771","42.6","3.2","2568","30873","37.4","3.4","29281","5809","1.6","5.3","65768","27028","27.5","(X)","(X)","(X)","27.7","(X)","(X)","(X)","25.8","(X)","(X)","(X)",
"0500000US42129","Westmoreland County, Pennsylvania","2589","46361","1966","150860","96.7","0.4","47102","1926","N","N","23055","3456","N","N","N","N","N","N","57269","58931","N","N","-","**","101120","20683","N","N","N","N","15284","14340","N","N","N","N","96.3","0.4","47098","1897","2.5","0.6","8745","17279","1.0","25.9","55497","3718","1.0","41.7","60189","2435","29.9","0.9","1496","29800","99911","2752","58644","2329","1.8","36.0","58002","4860","64.0","1.8","2454","58988","76.5","2.1","67455","3324","1.7","16.3","29726","4445","7.2","1.1","37070","4488","50949","2489","1368","24490","58.3","2.9","23268","1744","51.0","2.5","1729","21219","2.1","7.3","48113","10167","41.7","2.9","3765","26968","33.4","2.7","23550","2358","2.2","8.3","53021","12693","28.3","(X)","(X)","(X)","30.6","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"0500000US42133","York County, Pennsylvania","2119","56368","2550","170055","92.0","0.7","57952","2477","0.5","4.4","50074","12324","N","N","N","N","N","N","52079","66386","N","N","-","**","32309","18229","0.5","1.7","N","N","35317","3914","0.4","3.6","43515","6528","90.5","0.6","58365","2491","3.3","0.7","5374","36817","1.1","32.5","68168","2740","0.9","41.1","67464","4363","23.1","0.7","2565","32027","121023","3041","66964","2195","1.7","43.0","67623","3532","57.0","1.7","2788","66596","78.8","2.0","74351","2202","2.0","16.4","33558","2870","4.8","0.9","43718","6953","49032","2802","2325","30118","52.5","2.7","22986","3110","44.9","2.6","1605","20951","1.9","7.6","52771","6070","47.5","2.7","5687","39947","37.0","2.7","32321","3407","2.2","10.5","72184","12663","25.2","(X)","(X)","(X)","24.8","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"0500000US44003","Kent County, Rhode Island","1663","53954","2720","67130","95.2","1.0","54676","2877","N","N","36912","30675","N","N","36663","5280","N","N","23617","31529","N","N","-","**","N","N","N","N","N","N","67599","32676","N","N","46975","17451","93.8","1.1","54897","2799","1.9","0.7","14758","20857","1.6","28.7","64071","5636","1.7","44.9","65556","6811","24.6","1.5","4812","31074","39982","2194","69339","5196","2.6","44.2","70326","8576","55.8","2.6","5064","68683","71.8","4.1","82803","4876","3.1","19.2","35788","5746","8.9","2.5","42075","14504","27148","2060","4803","32406","53.1","4.3","28153","4892","45.5","4.4","2983","24058","3.0","7.6","52101","4615","46.9","4.3","7857","39673","39.0","4.4","35439","6239","2.4","7.9","66324","10988","34.6","(X)","(X)","(X)","34.4","(X)","(X)","(X)","33.7","(X)","(X)","(X)",
"0500000US44005","Newport County, Rhode Island","1494","75397","7188","35067","92.8","1.9","77886","7357","N","N","26826","5297","N","N","-","**","N","N","77995","101805","N","N","-","**","N","N","N","N","N","N","65483","35149","N","N","75738","22889","91.5","2.0","79914","8637","5.4","2.1","13548","31770","3.3","29.9","81420","3002","2.7","40.0","91374","7015","24.7","2.0","9233","47182","22098","1688","83860","6945","N","N","86719","17133","N","N","9868","81453","N","N","99766","9373","N","N","39429","9786","N","N","24178","50830","12969","1564","8877","50881","53.4","6.7","40377","14128","35.9","5.4","10707","27077","5.6","17.5","77453","35324","46.6","6.7","24679","66750","33.9","6.8","51966","6128","4.9","12.7","95151","19943","27.3","(X)","(X)","(X)","27.5","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"0500000US44007","Providence County, Rhode Island","3499","45915","1918","232968","79.1","1.1","51994","1829","0.7","8.2","27398","3147","N","N","37975","25457","2.3","0.4","20378","50978","N","N","23372","4745","29381","3990","0.8","7.5","0.6","2.5","32563","11307","0.9","13.7","30406","3149","73.6","1.3","54055","3263","4.3","0.6","3253","20379","1.0","33.3","51574","2063","0.9","40.5","55404","3506","21.9","0.8","2209","26962","139277","4371","60275","2109","1.8","47.0","51483","3180","53.0","1.8","2585","65364","65.8","2.1","75400","2355","1.7","26.6","30671","2237","7.6","1.2","41775","9658","93691","4340","2172","25441","53.1","2.2","22353","2334","44.4","2.3","1885","19211","1.7","8.7","53975","4618","46.9","2.2","3092","30683","36.3","2.4","24768","5886","1.5","10.6","50452","11393","34.4","(X)","(X)","(X)","34.5","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"0500000US44009","Washington County, Rhode Island","2067","70161","5935","47837","95.9","1.2","70772","5182","N","N","N","N","N","N","N","N","N","N","25363","60629","N","N","-","**","79063","23720","N","N","N","N","N","N","N","N","180716","128541","95.0","1.2","70208","5460","2.0","1.3","5953","24097","2.0","24.7","77648","7656","2.6","48.3","85638","9316","25.0","1.8","7264","46512","31520","1737","90241","5292","N","N","92203","11998","N","N","8857","86349","N","N","98936","5841","N","N","52331","20274","N","N","61510","23307","16317","1796","3410","34485","59.5","4.6","29666","6601","49.9","5.2","6914","28411","3.9","9.6","59167","42744","40.5","4.6","3693","37199","29.8","5.3","35340","4936","4.6","10.7","49027","27297","24.1","(X)","(X)","(X)","23.6","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"0500000US45003","Aiken County, South Carolina","2102","42377","3434","64549","74.0","1.8","50757","3076","1.6","22.4","31754","3736","N","N","N","N","N","N","24581","56570","N","N","-","**","21827","15030","N","N","N","N","N","N","N","N","28637","17350","72.5","1.6","50531","3284","5.2","1.6","3413","18510","1.8","30.1","47790","7517","1.6","40.7","52955","8654","24.0","1.6","4081","31487","44320","2342","57153","6076","3.2","36.6","51494","7243","63.4","3.2","5727","62407","70.6","3.4","68910","4146","2.8","24.2","25850","7294","5.1","2.0","39079","21634","20229","2264","3372","25456","57.3","5.6","23616","3684","50.9","5.7","3789","21634","3.1","6.4","48466","19241","42.7","5.6","5794","27377","38.1","6.3","26947","6150","3.3","4.7","42641","37365","42.6","(X)","(X)","(X)","44.4","(X)","(X)","(X)","37.0","(X)","(X)","(X)",
"0500000US45007","Anderson County, South Carolina","2568","36770","3444","73794","81.8","1.4","42090","3732","1.2","16.6","23313","3319","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","69963","37753","N","N","N","N","80.4","1.5","42402","3771","2.4","1.3","4831","18550","1.5","31.9","40778","10201","1.9","41.2","50323","4666","24.6","1.4","2192","24810","52258","2633","51945","3804","3.2","42.6","47873","12135","57.4","3.2","6612","55889","72.2","3.3","65045","5489","3.0","19.8","20808","5463","8.0","2.1","31038","10871","21536","2276","2483","18371","56.9","4.7","17736","2372","53.5","4.6","2190","17379","1.7","3.4","24372","18050","43.1","4.7","4452","19691","38.7","4.5","18789","4363","2.1","4.4","29044","18007","28.0","(X)","(X)","(X)","28.0","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US45013","Beaufort County, South Carolina","2537","56960","4285","64391","78.0","2.2","61178","3184","1.8","16.4","32202","5944","N","N","157978","79811","N","N","37652","61884","N","N","-","**","53019","44175","N","N","N","N","75779","53076","N","N","45536","11295","73.1","2.0","62412","3413","3.6","1.5","12459","30463","2.0","29.2","49238","6120","2.0","34.9","65039","6787","32.3","1.6","2664","58194","47217","2685","63017","3694","N","N","50721","4416","N","N","4517","72627","N","N","70657","5225","N","N","30764","4258","N","N","41657","23580","17174","1694","3890","34299","59.7","5.1","31801","5017","53.9","5.3","5533","31010","3.1","5.8","33323","12360","40.3","5.1","9771","43057","30.8","5.8","35319","9061","3.9","9.5","51523","10536","38.9","(X)","(X)","(X)","37.7","(X)","(X)","(X)","38.2","(X)","(X)","(X)",
"0500000US45015","Berkeley County, South Carolina","2316","49427","3261","62520","70.9","2.2","53949","3984","2.0","21.9","40651","5006","N","N","N","N","N","N","N","N","N","N","-","**","34168","11896","N","N","N","N","23886","20405","N","N","33240","10731","68.2","2.2","54864","3977","3.7","1.1","8004","22159","2.3","38.3","48623","3159","2.3","39.7","56512","5467","18.3","1.5","6104","36232","44046","2306","55343","3269","3.4","43.5","46901","3985","56.5","3.4","4731","60391","77.1","3.4","62986","4483","3.6","19.2","28408","5169","3.6","1.4","61078","33027","18474","2323","4866","32689","45.9","5.8","24947","5458","42.8","5.5","5136","23943","2.0","3.1","56364","24969","54.1","5.8","7644","37830","45.0","5.8","34383","4195","3.3","9.1","65812","10063","29.9","(X)","(X)","(X)","29.8","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US45019","Charleston County, South Carolina","3213","46324","1723","140640","68.6","1.3","57134","3187","1.3","27.8","23996","1627","N","N","-","**","N","N","17851","65878","N","N","-","**","43105","11724","N","N","N","N","56356","47665","0.6","3.4","44634","9420","66.4","1.4","57516","3626","6.3","1.0","2484","16641","1.3","34.9","50729","4100","1.4","38.2","50712","2851","20.6","0.9","3467","42802","82385","3459","58990","3349","2.3","43.1","51294","6349","56.9","2.3","4811","62377","69.1","2.8","81094","5693","2.5","26.2","24341","3167","4.7","1.2","38652","9625","58255","3397","3268","32433","51.9","2.6","30616","2954","42.5","2.8","5224","28163","1.9","9.4","38083","5526","48.1","2.6","6328","37154","34.3","2.8","30427","4739","2.4","13.8","61147","20896","32.4","(X)","(X)","(X)","34.6","(X)","(X)","(X)","28.3","(X)","(X)","(X)",
