"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US16005","Bannock County, Idaho","1250","38396","4462","29530","92.7","2.5","39765","4969","N","N","79071","44062","N","N","38861","18460","N","N","14915","20173","N","N","32500","25826","26594","6623","N","N","N","N","88616","21433","N","N","26982","12252","87.2","2.4","42074","5284","8.3","2.8","7184","11727","3.4","38.9","36207","3443","2.5","35.0","63144","9662","17.8","2.5","14054","41453","18621","1569","54277","6520","N","N","40208","6835","N","N","9256","62485","N","N","65421","5751","N","N","26887","4941","N","N","50760","9060","10909","1556","4212","21324","48.7","7.0","21833","4878","43.6","7.1","5363","21339","3.1","5.1","30091","23524","51.3","7.0","8494","20572","41.2","7.2","17729","4731","3.8","10.1","46050","20803","24.9","(X)","(X)","(X)","19.5","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0500000US16019","Bonneville County, Idaho","1217","49482","3163","35003","94.3","1.7","50674","3178","N","N","-","**","N","N","N","N","N","N","N","N","N","N","-","**","37624","25477","N","N","N","N","N","N","N","N","25489","5524","89.8","1.6","51977","3037","4.3","1.7","27632","24893","2.9","37.3","47152","7014","2.4","38.0","68050","10257","20.3","1.4","6352","34479","27305","1619","53076","4742","N","N","51032","3004","N","N","6998","56877","N","N","61277","1967","N","N","24020","9699","N","N","38705","30903","7698","1243","3682","23886","60.1","7.5","19630","5612","51.0","7.6","5246","17172","5.3","9.1","41747","27653","39.9","7.5","18929","32495","33.5","7.1","29107","18671","4.1","6.4","46232","46002","25.0","(X)","(X)","(X)","26.9","(X)","(X)","(X)","17.8","(X)","(X)","(X)",
"0500000US16027","Canyon County, Idaho","1918","42732","2722","61699","92.2","1.7","44670","3533","N","N","-","**","N","N","N","N","N","N","17957","30334","N","N","-","**","21785","7196","N","N","N","N","31101","24092","1.5","16.7","29560","8770","79.2","1.7","48120","3097","4.7","1.5","12228","25330","1.7","39.3","45818","4805","2.0","35.8","49971","4854","20.2","1.2","4438","35101","45835","1844","49715","2784","3.1","51.0","45852","7441","49.0","3.1","2408","51198","77.5","3.3","54584","2741","2.5","15.9","26080","7349","6.5","2.2","25558","14563","15864","1619","2393","21521","53.0","6.0","19298","3618","44.9","6.1","4301","17465","3.7","8.1","48638","25959","47.0","6.0","6350","23573","37.8","5.9","21867","3587","3.5","9.2","42424","10265","19.9","(X)","(X)","(X)","20.8","(X)","(X)","(X)","14.1","(X)","(X)","(X)",
"0500000US16055","Kootenai County, Idaho","1801","42316","3504","55456","95.4","1.0","42672","3433","N","N","N","N","N","N","N","N","N","N","N","N","N","N","-","**","35075","2152","N","N","N","N","N","N","N","N","35900","32746","93.1","1.1","42700","3419","6.4","1.4","2891","27028","1.9","32.6","49464","4151","2.0","37.6","47516","3916","23.4","1.4","2496","33081","39078","2205","49755","4199","3.1","42.5","48244","3741","57.5","3.1","5659","52781","78.8","3.2","57274","5386","3.0","17.3","26630","5544","3.9","1.5","42429","17298","16378","2091","2203","25737","52.7","5.7","17633","2871","40.7","5.0","2071","15483","4.5","12.0","37709","8383","47.3","5.7","4518","30607","32.4","5.0","31216","6194","4.5","14.9","29518","11518","19.4","(X)","(X)","(X)","17.0","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"0500000US16083","Twin Falls County, Idaho","1469","42106","3342","29602","91.7","2.8","42400","3111","N","N","8177","1913","N","N","-","**","N","N","N","N","N","N","-","**","25401","23493","N","N","N","N","47931","22785","N","N","47011","15476","86.5","2.9","41876","2881","7.1","2.2","15665","25625","3.7","35.9","44939","8348","3.5","36.7","47689","3541","20.3","2.4","3382","33558","21579","1599","48016","4231","N","N","46962","8212","N","N","5353","48716","N","N","52468","4693","N","N","28070","6796","N","N","28970","7863","8023","1279","5972","27409","58.9","9.0","25746","5452","46.4","8.6","6602","22302","4.9","12.5","55997","31384","41.1","9.0","8951","33805","30.3","9.1","27386","10258","6.4","10.8","37455","45384","27.4","(X)","(X)","(X)","27.3","(X)","(X)","(X)","25.9","(X)","(X)","(X)",
"0500000US17001","Adams County, Illinois","985","40626","2977","26538","96.3","1.2","40501","3024","N","N","N","N","N","N","-","**","N","N","N","N","N","N","-","**","63472","50523","N","N","N","N","42955","42809","N","N","63472","50523","96.3","1.2","40501","3024","3.8","1.4","8624","21214","2.3","28.4","53843","9854","2.1","38.3","51050","6642","29.6","2.3","4258","29082","16438","1323","53088","5879","N","N","55262","10124","N","N","6677","52033","N","N","60240","5063","N","N","28558","4911","N","N","43660","5208","10100","1236","2603","24212","55.1","7.2","22490","3395","46.6","7.4","2826","22292","4.3","8.4","28601","33201","44.9","7.2","4461","26798","34.1","6.4","24134","3688","5.8","10.8","56048","26730","34.8","(X)","(X)","(X)","33.8","(X)","(X)","(X)","36.3","(X)","(X)","(X)",
"0500000US17019","Champaign County, Illinois","3814","45254","2735","78501","80.7","3.0","50618","1959","1.5","12.4","25190","2664","N","N","63312","60624","N","N","18446","19697","N","N","-","**","N","N","N","N","N","N","24890","9742","N","N","35253","19300","77.5","3.0","50793","1955","14.0","2.4","2107","11527","2.2","36.6","44731","7805","2.0","32.7","67769","12792","16.7","1.4","6132","42393","40883","2716","69580","3963","2.8","43.0","65476","6332","57.0","2.8","5999","72373","72.9","3.1","84389","4239","2.7","19.3","34491","7772","7.7","2.0","39280","9531","37618","2935","3504","25243","50.6","3.9","26215","4750","38.4","4.1","6116","23195","2.8","12.2","32244","14620","49.4","3.9","4047","24591","35.2","4.0","27678","5429","3.0","14.1","17402","6250","24.9","(X)","(X)","(X)","25.2","(X)","(X)","(X)","23.3","(X)","(X)","(X)",
"0500000US17031","Cook County, Illinois","9303","51466","465","1922125","61.2","0.4","61435","611","0.3","24.5","33906","1378","0.2","0.1","38178","13248","5.9","0.2","2346","61230","N","N","N","N","42333","1677","0.3","7.0","0.1","1.1","55556","7626","0.3","16.5","43696","1427","52.2","0.3","65079","1020","3.4","0.2","1750","26263","0.4","38.4","55011","1149","0.3","37.9","62081","956","20.3","0.3","900","33882","1185270","11674","61889","714","0.7","45.5","55834","1545","54.5","0.7","1238","66162","66.9","0.7","78643","1386","0.6","25.0","33539","1268","8.1","0.4","42477","1871","736855","10522","840","35546","54.4","0.8","30907","1007","46.2","0.8","836","27043","0.5","8.2","61485","4110","45.6","0.8","1166","40995","36.0","0.9","35634","1337","0.5","9.5","68394","4490","32.2","(X)","(X)","(X)","34.7","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"0500000US17037","DeKalb County, Illinois","1532","51518","5915","37688","89.0","3.1","53886","4955","N","N","57826","37551","N","N","-","**","N","N","26873","38859","N","N","-","**","18063","10133","N","N","N","N","N","N","N","N","19162","18348","86.8","3.1","53703","5067","12.7","2.5","6937","18354","3.1","37.4","63119","8226","2.7","32.5","65831","7206","17.4","1.9","3276","33175","23036","1580","68940","5267","N","N","67460","7557","N","N","6514","70502","N","N","75817","6401","N","N","31995","6058","N","N","41119","44716","14652","1408","3750","24663","47.2","5.4","22500","3796","30.8","5.2","2774","21149","4.7","16.4","40793","33645","52.8","5.4","6385","28287","34.4","6.7","25125","6548","5.9","18.4","30072","6804","25.7","(X)","(X)","(X)","25.0","(X)","(X)","(X)","25.9","(X)","(X)","(X)",
"0500000US17043","DuPage County, Illinois","3498","72471","2166","333295","84.0","0.6","75147","2574","0.3","4.7","50421","7889","N","N","86436","13956","8.0","0.5","10080","82489","N","N","-","**","46419","9321","0.4","1.9","0.3","1.2","55842","8291","0.6","9.3","51951","6198","76.8","0.7","77363","1988","2.5","0.5","9244","32623","0.7","35.0","71095","2872","0.8","43.9","90951","2333","18.6","0.6","2701","45662","235629","4227","89698","2850","1.5","48.6","90700","4004","51.4","1.5","2719","88582","81.1","1.4","99822","2829","1.1","13.6","44942","4748","5.3","0.8","59001","15176","97666","4022","2632","42798","56.2","2.1","36846","2734","47.8","2.1","2185","33940","1.7","8.4","65313","10762","43.8","2.1","4233","49263","35.8","2.3","44296","4659","1.5","8.0","69057","14981","27.3","(X)","(X)","(X)","27.8","(X)","(X)","(X)","24.3","(X)","(X)","(X)",
"0500000US17089","Kane County, Illinois","2367","65712","2651","169897","80.9","1.1","72173","3760","0.7","5.7","38626","6042","N","N","N","N","3.0","0.4","18775","97510","N","N","-","**","40823","3456","1.2","9.0","N","N","46960","8773","1.0","21.6","43662","3616","69.4","1.0","77539","3206","3.0","0.6","9942","33316","1.2","37.1","66386","5637","1.2","41.6","82720","4818","18.3","0.9","3455","40054","129044","2944","75107","3881","1.9","48.1","67684","4141","51.9","1.9","4093","79508","78.2","2.1","85728","4208","1.9","14.9","34677","4759","6.9","1.2","60116","12026","40853","2504","2383","37116","55.6","3.6","30016","5848","47.9","3.4","2669","25596","2.7","7.7","68750","13160","44.4","3.6","5158","50348","31.5","3.2","39726","4177","2.9","12.9","70912","7054","29.0","(X)","(X)","(X)","30.4","(X)","(X)","(X)","21.8","(X)","(X)","(X)",
"0500000US17091","Kankakee County, Illinois","1286","44784","3393","42046","81.8","1.5","52300","4706","1.1","14.1","26817","3833","N","N","-","**","N","N","62099","81029","N","N","N","N","32141","20753","N","N","N","N","43486","2340","1.0","5.2","44750","17886","79.1","1.4","52094","4810","4.5","1.5","15960","30642","2.5","32.3","57641","7020","2.4","41.8","53711","6024","21.3","1.8","3402","31184","29047","1382","57432","4682","4.3","43.9","53553","10172","56.1","4.3","5952","60930","72.8","4.2","72578","5830","3.5","20.7","37459","6052","6.6","2.3","38102","21809","12999","1431","4350","23261","55.1","5.8","22351","4598","47.8","6.2","5934","19778","4.3","7.3","61082","25166","44.9","5.8","10918","24627","35.6","6.3","29784","8487","4.0","9.3","18113","14044","30.3","(X)","(X)","(X)","31.4","(X)","(X)","(X)","25.9","(X)","(X)","(X)",
"0500000US17093","Kendall County, Illinois","885","77987","4774","38711","86.8","2.1","80203","4388","N","N","76568","24441","N","N","N","N","N","N","19569","80306","N","N","-","**","52007","6824","N","N","N","N","64716","17129","1.5","11.7","51873","5486","79.8","1.8","81756","5582","2.8","1.4","15449","48693","2.8","48.6","84099","8904","2.5","36.2","87650","12929","12.4","1.7","17571","44385","30489","1404","86057","6883","N","N","87918","12341","N","N","6974","85254","N","N","95557","6086","N","N","42484","7718","N","N","66379","11153","8222","1335","3558","51414","45.8","7.5","45980","16573","42.4","7.7","18275","40632","2.9","3.4","80500","50273","54.2","7.5","6781","52233","40.8","7.2","51287","2188","6.5","13.4","86197","42532","28.3","(X)","(X)","(X)","30.4","(X)","(X)","(X)","19.8","(X)","(X)","(X)",
"0500000US17097","Lake County, Illinois","2808","74705","2103","238063","79.8","1.0","81835","2249","0.6","7.1","36498","8572","N","N","42048","32783","5.2","0.4","4984","82793","N","N","-","**","44295","4991","0.7","5.8","0.5","1.6","39182","11778","0.6","13.0","48712","2923","73.1","0.8","84525","2695","2.1","0.5","3906","29263","1.0","34.8","73427","4066","0.8","44.6","92364","4612","18.5","0.6","3857","47074","179308","3752","86087","2210","1.4","52.1","85189","4186","47.9","1.4","3574","86991","80.2","1.6","99997","4008","1.4","14.5","40532","3049","5.3","0.9","47217","12653","58755","3189","2620","39270","56.2","2.8","34922","3932","48.2","2.8","2615","30550","1.8","8.0","78142","19421","43.8","2.8","3127","44407","34.6","2.9","40864","4337","2.0","9.2","62138","12430","30.5","(X)","(X)","(X)","31.4","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"0500000US17099","LaSalle County, Illinois","1290","50206","3576","43515","97.0","1.4","50493","3213","N","N","14219","8266","N","N","46762","1646","N","N","46239","68277","N","N","-","**","35821","21344","N","N","N","N","75493","29267","N","N","61313","19165","94.1","1.7","50310","3503","2.3","1.0","4661","12551","2.1","28.6","53103","8552","2.1","40.3","62391","4431","28.7","1.7","4255","37212","29538","1620","62138","2305","3.7","39.6","56799","14297","60.4","3.7","3160","64139","74.5","3.9","68794","4666","3.7","19.0","33031","9038","6.5","2.4","41817","9900","13977","1487","2451","22555","54.0","4.9","21199","2100","51.7","4.8","2131","20705","1.5","2.3","75943","38027","46.0","4.9","8725","25288","38.2","5.2","23275","5025","3.9","7.7","85476","53440","21.8","(X)","(X)","(X)","22.4","(X)","(X)","(X)","20.1","(X)","(X)","(X)",
"0500000US17111","McHenry County, Illinois","1520","68867","2449","109064","92.7","0.9","69620","2741","N","N","N","N","N","N","75537","48872","N","N","21413","99187","N","N","-","**","44894","15967","N","N","N","N","52254","12713","0.6","6.9","54177","9733","89.5","0.8","70109","2777","1.8","0.6","4012","38291","1.4","36.9","74482","5278","1.4","44.6","79008","4041","16.7","1.1","5701","43055","82109","2536","79221","3595","2.2","52.9","83117","4357","47.1","2.2","3521","74705","81.5","2.1","88363","2852","1.7","11.7","32252","5276","6.8","1.3","43344","5993","26955","2238","4636","40618","52.0","4.2","34709","3573","43.2","4.5","5229","29553","3.0","8.8","69635","10468","48.0","4.2","6519","50905","40.0","4.0","45826","9324","2.7","8.0","85813","33246","26.6","(X)","(X)","(X)","27.0","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"0500000US17113","McLean County, Illinois","2058","59588","4343","61576","86.8","1.5","61844","3707","1.3","7.2","26795","4202","N","N","N","N","N","N","10066","91345","N","N","-","**","45493","19685","N","N","N","N","N","N","N","N","37314","23333","85.2","1.9","62275","3949","7.8","1.6","6326","16895","1.9","37.5","64867","5340","2.0","38.0","75126","5631","16.7","1.2","5034","39177","38885","1635","81677","3495","N","N","80977","7057","N","N","6741","83157","N","N","90666","3507","N","N","31555","10534","N","N","58768","33644","22691","1604","3807","27948","51.8","4.5","24763","2704","41.9","5.2","3281","23047","3.1","9.9","32179","13606","48.2","4.5","6421","34881","35.6","4.1","34649","6629","2.9","12.6","38269","23494","24.4","(X)","(X)","(X)","24.3","(X)","(X)","(X)","23.3","(X)","(X)","(X)",
"0500000US17115","Macon County, Illinois","1351","40919","2829","45624","82.4","1.6","45581","2976","1.9","14.5","19744","6368","N","N","-","**","N","N","61073","82982","N","N","-","**","N","N","N","N","N","N","28526","10815","N","N","22072","13712","81.7","1.7","45798","3088","4.9","1.2","7055","20713","2.1","30.8","48893","7062","2.0","38.4","48239","4479","25.9","1.7","3695","29757","28024","1847","52578","5524","N","N","47317","9025","N","N","8180","55417","N","N","65938","4153","N","N","20980","2822","N","N","27142","2174","17600","1610","2678","24922","54.4","4.3","21130","2325","47.6","4.5","2802","19998","2.9","6.9","37669","31009","45.6","4.3","6411","29917","39.8","4.7","27561","5370","2.6","5.8","62214","31056","27.5","(X)","(X)","(X)","27.7","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"0500000US17119","Madison County, Illinois","2079","51901","2012","106643","90.6","0.9","53886","2225","0.7","7.3","31805","7781","N","N","N","N","N","N","104440","112575","N","N","-","**","112893","64837","N","N","N","N","N","N","N","N","54679","42452","89.3","0.9","53966","2256","4.8","0.9","3250","19776","1.2","33.0","60214","4843","1.2","39.2","62064","4231","23.1","1.0","2329","34393","70771","2669","64212","2825","2.6","40.1","60499","5657","59.9","2.6","4077","66158","74.7","2.4","73648","2980","2.0","18.3","26034","3129","7.0","1.5","47232","6743","35872","2277","3462","28383","51.2","3.5","24521","3430","45.0","3.5","3506","23231","1.6","6.2","32394","17642","48.8","3.5","3370","35380","36.3","3.4","31571","7448","2.7","12.5","42409","8170","26.9","(X)","(X)","(X)","26.8","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"0500000US17143","Peoria County, Illinois","2875","50425","2153","75501","79.3","1.5","53835","3678","1.3","16.5","24912","3680","N","N","250,000+","***","N","N","19567","79125","N","N","-","**","36725","7410","N","N","N","N","60496","44803","N","N","36695","8459","77.1","1.6","54295","3614","5.6","1.5","7320","23742","2.5","36.1","52154","5526","2.7","38.0","63361","4215","20.3","4.9","3369","38177","49707","2609","60177","3776","3.4","44.1","55667","6717","55.9","3.4","4015","62743","68.7","3.1","75603","4938","2.4","23.0","24694","3501","8.4","2.0","55752","13772","25794","2277","4409","31887","54.6","4.2","26565","3146","48.7","4.9","2579","24561","2.0","5.9","35245","15242","45.4","4.2","5051","40759","33.7","3.9","36583","8000","3.4","11.7","52088","13683","30.8","(X)","(X)","(X)","30.4","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0500000US17161","Rock Island County, Illinois","1495","45005","2147","60478","85.6","1.4","46917","2448","0.9","8.2","27873","9601","N","N","53690","45862","N","N","101506","111607","N","N","-","**","39014","8032","N","N","N","N","35169","24960","0.8","6.5","33250","10473","82.9","1.3","47472","3094","4.4","1.2","14544","22815","2.1","30.6","50058","5328","1.6","38.5","57012","5514","26.5","1.4","2996","31303","38231","1629","57047","4610","2.9","41.1","50554","7143","58.9","2.9","4900","60174","73.9","3.4","69736","5768","3.0","19.6","23815","4350","6.5","2.0","49208","21751","22247","1478","2559","29720","54.2","4.3","22466","2960","50.4","4.4","2608","21349","1.9","3.8","40868","15270","45.8","4.3","6840","40278","39.3","4.7","35831","3733","2.9","6.5","60487","13243","29.7","(X)","(X)","(X)","29.0","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US17163","St. Clair County, Illinois","2073","47156","3229","103601","67.3","1.4","55713","3510","1.3","29.7","28208","4226","N","N","N","N","N","N","13942","26808","N","N","-","**","36890","16242","N","N","N","N","41607","23456","N","N","39891","5329","65.8","1.4","56239","3409","3.6","0.9","10986","25182","1.1","35.0","47298","5592","1.4","39.7","61836","6038","21.7","1.0","3454","30225","67925","2570","59586","2754","2.2","46.5","53764","5601","53.5","2.2","4884","64614","69.8","2.8","75036","5363","2.2","24.4","24141","3167","5.8","1.6","44049","26738","35676","2503","3462","27745","52.1","3.0","22967","2433","47.2","3.5","2321","22367","2.3","4.9","38071","21109","47.9","3.0","6782","32267","38.2","3.2","29101","5819","3.1","9.7","47083","21200","25.8","(X)","(X)","(X)","26.3","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"0500000US17167","Sangamon County, Illinois","1612","50166","3456","83508","86.4","1.2","53372","3689","1.2","10.6","28865","4556","N","N","N","N","N","N","N","N","N","N","-","**","88774","28764","N","N","N","N","N","N","N","N","58140","49116","85.5","1.2","53454","3604","3.8","1.0","8929","21861","1.5","34.3","50013","7858","1.5","40.0","62111","4785","21.9","1.2","4437","37346","51430","2270","63344","3779","2.9","45.1","54871","9081","54.9","2.9","6078","67424","70.3","3.0","82040","3019","2.7","19.7","29925","3314","10.0","2.0","30116","7937","32078","2127","1699","31542","53.7","3.7","30734","3724","45.3","3.5","3165","27110","1.9","8.3","55620","24887","46.3","3.7","1961","31924","40.5","3.9","31133","2365","1.9","5.8","57293","44987","30.4","(X)","(X)","(X)","31.9","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US17179","Tazewell County, Illinois","1393","49962","2398","54041","98.4","0.6","50462","2633","N","N","-","**","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","67515","48843","97.7","0.7","50338","2602","3.3","1.2","15749","26579","1.5","32.5","57011","5538","1.6","38.4","59629","4739","25.8","1.4","2176","33715","37098","1854","62190","3568","3.1","44.4","66500","7459","55.6","3.1","4463","60250","79.6","2.6","72639","3109","2.4","15.6","31174","10085","4.8","1.5","33843","16217","16943","1327","2742","28432","53.5","5.0","23398","3848","50.6","5.3","3573","22676","2.2","2.9","40847","11540","46.5","5.0","3396","31312","39.2","5.3","31150","3123","3.2","7.3","33811","35954","27.3","(X)","(X)","(X)","27.9","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"0500000US17183","Vermilion County, Illinois","1123","38167","1981","31332","82.7","2.5","40789","3414","3.1","13.5","14632","13542","N","N","-","**","N","N","N","N","N","N","-","**","71161","50321","N","N","N","N","2,500-","***","N","N","38876","12951","81.4","2.4","41259","3654","3.3","1.9","14921","14599","3.5","30.7","30335","7137","2.6","39.4","50380","3713","26.6","2.3","3685","33029","21017","1496","45396","4387","N","N","30591","8515","N","N","5466","54425","N","N","59069","4823","N","N","17329","4672","N","N","37369","21219","10315","1338","4068","23548","51.9","6.1","22637","5026","47.5","5.7","4452","21401","2.9","4.5","32074","25943","48.1","6.1","8743","25146","40.0","5.9","27061","9961","5.2","8.1","17120","18385","30.6","(X)","(X)","(X)","30.0","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US17197","Will County, Illinois","2427","71016","2459","223108","79.4","0.9","74122","2714","0.6","11.2","50147","6160","N","N","44317","9752","3.9","0.3","12149","101466","N","N","-","**","58166","9264","0.7","4.0","N","N","90325","22219","0.6","11.0","61386","5829","72.9","0.8","75201","2276","1.9","0.5","15699","31556","1.0","39.4","78340","4124","1.0","41.7","81588","2458","17.0","0.7","2883","36869","169264","3104","81633","1889","1.5","53.9","82490","3230","46.1","1.5","3102","80551","79.6","1.6","91100","1808","1.3","13.2","39507","5861","7.2","1.2","49340","7588","53844","2782","3425","39791","51.6","3.2","32227","3026","44.8","2.8","2820","30022","2.2","6.8","54777","15849","48.4","3.2","3391","48435","39.3","3.4","44357","6025","1.9","9.2","76289","11425","32.3","(X)","(X)","(X)","31.7","(X)","(X)","(X)","30.6","(X)","(X)","(X)",
"0500000US17199","Williamson County, Illinois","1127","43709","2407","25953","95.2","1.3","44811","2633","N","N","30475","13850","N","N","2,500-","***","N","N","**","-","N","N","-","**","-","**","N","N","N","N","N","N","N","N","N","N","94.7","1.5","44754","2610","4.7","1.5","27754","17107","2.8","29.0","46467","8347","2.8","39.7","56001","7559","26.5","2.4","4452","32637","17680","1135","58528","6403","N","N","60279","16890","N","N","6120","57825","N","N","63252","5380","N","N","28594","7256","N","N","41650","9662","8273","1180","2573","22309","58.8","7.5","17369","3939","53.5","7.2","1526","16607","3.2","5.3","39722","24441","41.2","7.5","2665","32180","29.7","7.2","31315","1728","6.0","11.5","39439","27817","24.1","(X)","(X)","(X)","22.1","(X)","(X)","(X)","27.0","(X)","(X)","(X)",
"0500000US17201","Winnebago County, Illinois","2245","43792","2028","111079","86.2","1.1","47082","2263","0.8","10.5","23861","9380","N","N","N","N","N","N","79711","114611","N","N","N","N","32588","3897","N","N","N","N","35450","11496","0.7","6.9","34495","5840","80.6","1.2","48870","2640","3.7","0.8","5504","19491","1.4","32.0","45603","5392","1.3","41.7","57733","3080","22.5","1.2","2706","28443","71730","2767","56314","2932","2.6","43.6","48711","6034","56.4","2.6","3581","60420","71.2","2.6","68310","4286","2.2","22.4","25879","2836","6.4","1.4","39595","9522","39349","2781","2457","25510","50.5","3.2","21161","1763","43.1","3.0","2086","19211","1.9","7.4","32379","9553","49.5","3.2","5384","33340","41.1","3.2","29573","5156","2.2","8.4","54349","14119","31.5","(X)","(X)","(X)","29.3","(X)","(X)","(X)","33.8","(X)","(X)","(X)",
"0500000US18003","Allen County, Indiana","2742","47054","1631","136208","82.4","0.9","50662","1669","0.8","11.8","32224","3276","N","N","N","N","2.2","0.4","24377","80983","N","N","-","**","27711","4067","N","N","N","N","36667","31423","0.6","4.7","28731","5250","80.0","0.8","51337","1724","5.4","0.9","7988","31499","1.1","36.5","49283","2428","1.1","38.4","58203","2741","19.7","0.9","2716","34105","89586","2934","58285","1799","1.9","47.1","51477","1897","52.9","1.9","3770","62529","75.3","2.2","69893","2871","2.0","18.8","30728","2349","5.9","1.4","34859","6330","46622","3182","1975","30180","50.9","2.7","23080","1960","44.3","2.8","2045","21667","1.9","6.6","48658","4588","49.1","2.7","1859","36494","38.9","3.2","32552","3477","2.0","10.2","54925","7325","18.2","(X)","(X)","(X)","19.7","(X)","(X)","(X)","14.1","(X)","(X)","(X)",
"0500000US18005","Bartholomew County, Indiana","1064","47192","6053","31046","93.0","1.3","46259","3457","N","N","N","N","N","N","60793","1929","N","N","82378","84773","N","N","-","**","43172","5233","N","N","N","N","-","**","N","N","53677","12711","90.5","1.8","45959","3170","4.9","2.0","9878","35749","3.2","36.5","54722","3830","2.3","36.5","60911","4755","22.2","2.8","2595","25565","21546","1339","58763","5210","N","N","55724","12574","N","N","5141","60431","N","N","66765","7534","N","N","24016","2820","N","N","38804","35854","9500","1282","10290","26748","48.2","6.9","18635","4585","46.1","6.6","3691","17835","1.7","2.2","52426","12767","51.8","6.9","15843","45267","41.3","6.3","37917","12711","5.7","10.5","53622","10308","15.4","(X)","(X)","(X)","14.8","(X)","(X)","(X)","15.9","(X)","(X)","(X)",
"0500000US18019","Clark County, Indiana","1180","44099","3015","43571","90.5","1.2","45686","3924","0.9","7.9","35561","7776","N","N","-","**","N","N","N","N","N","N","-","**","47943","18300","N","N","N","N","N","N","N","N","23991","2580","87.6","1.2","47364","4447","3.0","1.3","23445","17053","2.0","37.5","43253","4808","1.9","39.5","53283","9225","20.0","1.7","3984","34503","30875","1578","53143","3765","3.3","42.9","47882","9783","57.1","3.3","4796","57871","71.8","3.5","63496","4065","3.4","19.0","30875","4752","9.2","2.7","43777","12986","12696","1264","6308","30141","54.3","5.8","25746","4756","45.3","6.3","3457","25972","4.6","9.0","22251","19073","45.7","5.8","5661","35764","36.4","6.3","30133","9204","4.9","9.3","45033","33580","23.2","(X)","(X)","(X)","26.2","(X)","(X)","(X)","14.0","(X)","(X)","(X)",
